row_id,trmrkt_player_id,season,Squad,Comp,valuation_date,latest_transfer_id_before_valuation,latest_transfer_date_before_valuation,latest_transfer_type_before_valuation,contract_until_date,contract_days_remaining,contract_years_remaining,contract_expiring_within_1y,contract_expiring_within_2y,contract_missing,days_since_last_transfer,last_transfer_market_value_eur,last_transfer_fee_eur,last_transfer_fee_text,last_transfer_was_loan,last_transfer_was_free,transfer_count_before_valuation,loan_count_before_valuation
54581_21/22_Udinese_it_Serie_A_1415,54581,21/22,Udinese,it Serie A,2022-06-30,2575734,2019-07-26,STANDARD,2023-06-30,365,0.9993,1,1,0,1070,4000000,,Free Transfer,0,1,11,6
487465_21/22_Wolves_eng_Premier_League_1416,487465,21/22,Wolves,eng Premier League,2022-06-30,2587127,2019-08-02,STANDARD,2027-06-30,1826,4.9993,0,0,0,1063,2500000,17900000,17.90,0,0,9,4
524285_21/22_Gladbach_de_Bundesliga_1417,524285,21/22,Gladbach,de Bundesliga,2022-06-30,3480817,2021-08-06,STANDARD,2026-06-30,1461,4.0,0,0,0,328,5000000,2000000,2.00,0,0,5,0
278332_21/22_Gladbach_de_Bundesliga_1418,278332,21/22,Gladbach,de Bundesliga,2022-06-30,1816363,2018-06-30,RETURNED_FROM_PREVIOUS_LOAN,2027-06-30,1826,4.9993,0,0,0,1461,3000000,,,1,0,7,2
448844_21/22_Granada_es_La_Liga_1419,448844,21/22,Granada,es La Liga,2022-06-30,2608828,2019-08-15,STANDARD,2025-06-30,1096,3.0007,0,0,0,1050,200000,,-,0,0,4,0
225161_21/22_Wolves_eng_Premier_League_1420,225161,21/22,Wolves,eng Premier League,2022-06-30,1826934,2017-07-08,STANDARD,2024-06-30,731,2.0014,0,0,0,1818,10000000,17900000,17.90,0,0,5,0
68290_21/22_Paris_Saint-Germain_fr_Ligue_1_1421,68290,21/22,Paris Saint-Germain,fr Ligue 1,2022-06-30,1866385,2017-08-03,STANDARD,2025-06-30,1096,3.0007,0,0,0,1792,100000000,222000000,222.00,0,0,3,0
469669_21/22_Saint-Étienne_fr_Ligue_1_1422,469669,21/22,Saint-Étienne,fr Ligue 1,2022-06-30,3143770,2021-01-02,STANDARD,2024-06-30,731,2.0014,0,0,0,544,2500000,1000000,1.00,0,0,6,2
503795_21/22_Watford_eng_Premier_League_1423,503795,21/22,Watford,eng Premier League,2022-06-30,3015318,2020-08-14,STANDARD,2027-06-30,1826,4.9993,0,0,0,685,250000,,Free Transfer,0,1,2,0
448177_21/22_Greuther_Fürth_de_Bundesliga_1424,448177,21/22,Greuther Fürth,de Bundesliga,2022-06-30,3429011,2022-06-30,RETURNED_FROM_PREVIOUS_LOAN,2025-06-30,1096,3.0007,0,0,0,0,2000000,,,1,0,7,2
205587_21/22_Metz_fr_Ligue_1_1425,205587,21/22,Metz,fr Ligue 1,2022-06-30,1502737,2016-07-01,STANDARD,2022-06-30,0,0.0,1,1,0,2190,1000000,,Free Transfer,0,1,2,0
413118_21/22_Metz_fr_Ligue_1_1426,413118,21/22,Metz,fr Ligue 1,2022-06-30,3494870,2022-06-30,RETURNED_FROM_PREVIOUS_LOAN,2025-06-30,1096,3.0007,0,0,0,0,1800000,,,1,0,9,4
291200_21/22_Mainz_05_de_Bundesliga_1427,291200,21/22,Mainz 05,de Bundesliga,2022-06-30,2164982,2018-07-07,STANDARD,2023-06-30,365,0.9993,1,1,0,1454,5000000,6000000,6.00,0,0,6,0
490417_21/22_Metz_fr_Ligue_1_1428,490417,21/22,Metz,fr Ligue 1,2022-06-30,1731190,2017-07-01,STANDARD,2024-06-30,731,2.0014,0,0,0,1825,,,?,0,0,1,0
538996_21/22_Bayern_Munich_de_Bundesliga_1429,538996,21/22,Bayern Munich,de Bundesliga,2022-06-30,2951022,2020-07-01,STANDARD,2024-06-30,731,2.0014,0,0,0,729,11000000,,Free Transfer,0,1,6,0
152963_21/22_Augsburg_de_Bundesliga_1430,152963,21/22,Augsburg,de Bundesliga,2022-06-30,2491796,2019-07-01,STANDARD,2023-06-30,365,0.9993,1,1,0,1095,3500000,2500000,2.50,0,0,13,2
136181_21/22_Greuther_Fürth_de_Bundesliga_1431,136181,21/22,Greuther Fürth,de Bundesliga,2022-06-30,2575375,2019-07-26,STANDARD,2022-06-30,0,0.0,1,1,0,1070,750000,100000,100.00,0,0,10,4
148928_21/22_Chelsea_eng_Premier_League_1432,148928,21/22,Chelsea,eng Premier League,2022-06-30,3531459,2022-06-30,RETURNED_FROM_PREVIOUS_LOAN,2026-06-30,1461,4.0,0,0,0,0,25000000,,,1,0,9,4
148928_21/22_Atlético_Madrid_es_La_Liga_1433,148928,21/22,Atlético Madrid,es La Liga,2022-06-30,3531459,2022-06-30,RETURNED_FROM_PREVIOUS_LOAN,2026-06-30,1461,4.0,0,0,0,0,25000000,,,1,0,9,4
292772_21/22_Spezia_it_Serie_A_1434,292772,21/22,Spezia,it Serie A,2022-06-30,3487296,2021-08-09,STANDARD,2027-06-30,1826,4.9993,0,0,0,325,2300000,3500000,3.50,0,0,5,2
216804_21/22_Arminia_de_Bundesliga_1435,216804,21/22,Arminia,de Bundesliga,2022-06-30,2549837,2019-07-11,STANDARD,2022-06-30,0,0.0,1,1,0,1085,800000,400000,400.00,0,0,3,0
392810_21/22_Angers_fr_Ligue_1_1436,392810,21/22,Angers,fr Ligue 1,2022-06-30,3032530,2021-06-30,RETURNED_FROM_PREVIOUS_LOAN,2023-06-30,365,0.9993,1,1,0,365,1300000,,,1,0,6,2
225477_21/22_Mallorca_es_La_Liga_1437,225477,21/22,Mallorca,es La Liga,2022-06-30,3753798,2022-02-18,STANDARD,2022-11-30,153,0.4189,1,1,0,132,250000,,-,0,0,15,12
340324_21/22_Arsenal_eng_Premier_League_1438,340324,21/22,Arsenal,eng Premier League,2022-06-30,2596923,2020-01-02,RETURNED_FROM_PREVIOUS_LOAN,2027-06-30,1826,4.9993,0,0,0,910,8000000,,,1,0,5,2
344381_21/22_RB_Leipzig_de_Bundesliga_1439,344381,21/22,RB Leipzig,de Bundesliga,2022-06-30,2562964,2019-07-18,STANDARD,2026-06-30,1461,4.0,0,0,0,1078,12000000,19500000,19.50,0,0,6,0
406640_21/22_Wolfsburg_de_Bundesliga_1440,406640,21/22,Wolfsburg,de Bundesliga,2022-06-30,3388586,2021-07-21,STANDARD,2024-06-30,731,2.0014,0,0,0,344,450000,,Free Transfer,0,1,3,0
314288_21/22_Wolfsburg_de_Bundesliga_1441,314288,21/22,Wolfsburg,de Bundesliga,2022-06-30,3445082,2021-07-16,STANDARD,2025-06-30,1096,3.0007,0,0,0,349,12000000,8000000,8.00,0,0,12,8
31835_21/22_West_Ham_United_eng_Premier_League_1442,31835,21/22,West Ham United,eng Premier League,2022-06-30,108645,2006-11-17,RETURNED_FROM_PREVIOUS_LOAN,,,,,,1,5704,800000,,,1,0,5,4
70934_21/22_Celta_Vigo_es_La_Liga_1443,70934,21/22,Celta Vigo,es La Liga,2022-06-30,2935911,2020-06-18,STANDARD,2021-06-30,-365,-0.9993,1,1,0,742,1600000,,Free Transfer,0,1,10,2
324811_21/22_Saint-Étienne_fr_Ligue_1_1444,324811,21/22,Saint-Étienne,fr Ligue 1,2022-06-30,1870671,2018-06-30,RETURNED_FROM_PREVIOUS_LOAN,2019-06-30,-1096,-3.0007,1,1,0,1461,600000,,,1,0,6,2
42234_21/22_Hoffenheim_de_Bundesliga_1445,42234,21/22,Hoffenheim,de Bundesliga,2022-06-30,2390367,2019-06-30,RETURNED_FROM_PREVIOUS_LOAN,2022-06-30,0,0.0,1,1,0,1096,4000000,,,1,0,13,8
257805_21/22_Norwich_City_eng_Premier_League_1446,257805,21/22,Norwich City,eng Premier League,2022-06-30,3524884,2022-06-30,RETURNED_FROM_PREVIOUS_LOAN,2024-06-30,731,2.0014,0,0,0,0,10000000,,,1,0,9,6
668276_21/22_RB_Leipzig_de_Bundesliga_1447,668276,21/22,RB Leipzig,de Bundesliga,2022-06-30,3706382,2021-07-01,STANDARD,2025-06-30,1096,3.0007,0,0,0,364,400000,,-,0,0,3,0
560483_21/22_Rayo_Vallecano_es_La_Liga_1448,560483,21/22,Rayo Vallecano,es La Liga,2022-06-30,3465262,2021-07-28,STANDARD,2028-06-30,2192,6.0014,0,0,0,337,1300000,1300000,1.30,0,0,4,0
338285_21/22_Athletic_Club_es_La_Liga_1449,338285,21/22,Athletic Club,es La Liga,2022-06-30,1898051,2017-07-01,STANDARD,2025-06-30,1096,3.0007,0,0,0,1825,300000,,-,0,0,5,0
104597_21/22_Udinese_it_Serie_A_1450,104597,21/22,Udinese,it Serie A,2022-06-30,1859292,2017-07-29,STANDARD,2023-06-30,365,0.9993,1,1,0,1797,2000000,3000000,3.00,0,0,4,0
148367_21/22_Brentford_eng_Premier_League_1451,148367,21/22,Brentford,eng Premier League,2022-06-30,2487722,2019-07-01,STANDARD,2027-06-30,1826,4.9993,0,0,0,1095,2000000,3500000,3.50,0,0,7,0
45581_21/22_Salernitana_it_Serie_A_1452,45581,21/22,Salernitana,it Serie A,2022-06-30,3453053,2021-07-21,STANDARD,2022-06-30,0,0.0,1,1,0,344,600000,,Free Transfer,0,1,9,4
189441_21/22_Sevilla_es_La_Liga_1453,189441,21/22,Sevilla,es La Liga,2022-06-30,2536655,2019-07-03,STANDARD,2025-06-30,1096,3.0007,0,0,0,1093,15000000,15000000,15.00,0,0,11,6
53437_21/22_Union_Berlin_de_Bundesliga_1454,53437,21/22,Union Berlin,de Bundesliga,2022-06-30,3371687,2021-08-30,STANDARD,2022-06-30,0,0.0,1,1,0,304,600000,,Free Transfer,0,1,12,4
280730_21/22_Fiorentina_it_Serie_A_1455,280730,21/22,Fiorentina,it Serie A,2022-06-30,3523175,2022-06-30,RETURNED_FROM_PREVIOUS_LOAN,2024-06-30,731,2.0014,0,0,0,0,12000000,,,1,0,7,4
48002_21/22_West_Ham_United_eng_Premier_League_1456,48002,21/22,West Ham United,eng Premier League,2022-06-30,1283375,2015-07-10,STANDARD,2024-06-30,731,2.0014,0,0,0,2547,9000000,11000000,11.00,0,0,5,2
91473_21/22_Clermont_Foot_fr_Ligue_1_1457,91473,21/22,Clermont Foot,fr Ligue 1,2022-06-30,2133977,2018-07-13,STANDARD,2024-06-30,731,2.0014,0,0,0,1448,500000,,Free Transfer,0,1,9,2
413605_21/22_Venezia_it_Serie_A_1458,413605,21/22,Venezia,it Serie A,2022-06-30,3494282,2022-06-30,RETURNED_FROM_PREVIOUS_LOAN,2023-06-30,365,0.9993,1,1,0,0,4500000,,,1,0,8,4
307052_21/22_Arminia_de_Bundesliga_1459,307052,21/22,Arminia,de Bundesliga,2022-06-30,3409784,2021-07-01,STANDARD,2024-06-30,731,2.0014,0,0,0,364,2500000,1000000,1.00,0,0,11,8
216240_21/22_Elche_es_La_Liga_1460,216240,21/22,Elche,es La Liga,2022-06-30,3723357,2022-06-30,RETURNED_FROM_PREVIOUS_LOAN,2025-06-30,1096,3.0007,0,0,0,0,2500000,,,1,0,17,12
490581_21/22_Köln_de_Bundesliga_1461,490581,21/22,Köln,de Bundesliga,2022-06-30,3961910,2022-02-04,STANDARD,2025-06-30,1096,3.0007,0,0,0,146,150000,,-,0,0,6,0
566723_21/22_Crystal_Palace_eng_Premier_League_1462,566723,21/22,Crystal Palace,eng Premier League,2022-06-30,3429015,2021-07-08,STANDARD,2027-06-30,1826,4.9993,0,0,0,357,15000000,9300000,9.30,0,0,5,0
166677_21/22_Mallorca_es_La_Liga_1463,166677,21/22,Mallorca,es La Liga,2022-06-30,3053325,2020-09-09,STANDARD,2022-06-30,0,0.0,1,1,0,659,400000,,Free Transfer,0,1,12,4
112465_21/22_Roma_it_Serie_A_1464,112465,21/22,Roma,it Serie A,2022-06-30,3692826,2022-06-30,RETURNED_FROM_PREVIOUS_LOAN,2025-06-30,1096,3.0007,0,0,0,0,12000000,,,1,0,21,14
376514_21/22_Getafe_es_La_Liga_1465,376514,21/22,Getafe,es La Liga,2022-06-30,2159597,2019-01-25,RETURNED_FROM_PREVIOUS_LOAN,2025-06-30,1096,3.0007,0,0,0,1252,800000,,,1,0,6,2
293385_21/22_RB_Leipzig_de_Bundesliga_1466,293385,21/22,RB Leipzig,de Bundesliga,2022-06-30,2772587,2020-01-25,STANDARD,2027-06-30,1826,4.9993,0,0,0,887,35000000,34200000,34.20,0,0,5,0
711996_21/22_Rennes_fr_Ligue_1_1467,711996,21/22,Rennes,fr Ligue 1,2022-06-30,3346127,2021-07-01,STANDARD,2027-06-30,1826,4.9993,0,0,0,364,200000,,-,0,0,2,0
621993_21/22_Norwich_City_eng_Premier_League_1468,621993,21/22,Norwich City,eng Premier League,2022-06-30,3386413,2021-01-01,STANDARD,2026-06-30,1461,4.0,0,0,0,545,,,-,0,0,3,0
485706_21/22_Lille_fr_Ligue_1_1469,485706,21/22,Lille,fr Ligue 1,2022-06-30,3478810,2021-08-05,STANDARD,2026-06-30,1461,4.0,0,0,0,329,3000000,13570000,13.57,0,0,4,0
656441_21/22_Bordeaux_fr_Ligue_1_1470,656441,21/22,Bordeaux,fr Ligue 1,2022-06-30,3527018,2021-08-30,STANDARD,2026-06-30,1461,4.0,0,0,0,304,900000,2000000,2.00,0,0,7,4
119234_21/22_Mainz_05_de_Bundesliga_1471,119234,21/22,Mainz 05,de Bundesliga,2022-06-30,1397593,2016-01-05,STANDARD,2026-06-30,1461,4.0,0,0,0,2368,1500000,,Free Transfer,0,1,13,0
421637_21/22_Brentford_eng_Premier_League_1472,421637,21/22,Brentford,eng Premier League,2022-06-30,3450870,2021-07-20,STANDARD,2027-06-30,1826,4.9993,0,0,0,345,6000000,10000000,10.00,0,0,3,0
93740_21/22_RB_Leipzig_de_Bundesliga_1473,93740,21/22,RB Leipzig,de Bundesliga,2022-06-30,1251168,2015-07-01,STANDARD,2027-06-30,1826,4.9993,0,0,0,2556,2500000,2000000,2.00,0,0,4,0
148368_21/22_Liverpool_eng_Premier_League_1474,148368,21/22,Liverpool,eng Premier League,2022-06-30,1899692,2018-06-30,RETURNED_FROM_PREVIOUS_LOAN,2022-06-30,0,0.0,1,1,0,1461,10000000,,,1,0,9,4
368482_21/22_Bologna_it_Serie_A_1475,368482,21/22,Bologna,it Serie A,2022-06-30,2514642,2019-07-01,STANDARD,2027-06-30,1826,4.9993,0,0,0,1095,15000000,15000000,15.00,0,0,11,6
401923_21/22_Napoli_it_Serie_A_1476,401923,21/22,Napoli,it Serie A,2022-06-30,2994818,2020-09-01,STANDARD,2026-06-30,1461,4.0,0,0,0,667,40000000,78900000,78.90,0,0,6,2
443331_21/22_Bochum_de_Bundesliga_1477,443331,21/22,Bochum,de Bundesliga,2022-06-30,3389615,2021-07-01,STANDARD,2026-06-30,1461,4.0,0,0,0,364,200000,,Free Transfer,0,1,5,0
231289_21/22_Bordeaux_fr_Ligue_1_1478,231289,21/22,Bordeaux,fr Ligue 1,2022-06-30,1289158,2016-06-30,RETURNED_FROM_PREVIOUS_LOAN,2025-06-30,1096,3.0007,0,0,0,2191,3250000,,,1,0,5,2
221611_21/22_Wolfsburg_de_Bundesliga_1479,221611,21/22,Wolfsburg,de Bundesliga,2022-06-30,2504495,2019-07-01,STANDARD,2023-06-30,365,0.9993,1,1,0,1095,1000000,1100000,1.10,0,0,10,4
823231_21/22_Lorient_fr_Ligue_1_1480,823231,21/22,Lorient,fr Ligue 1,2022-06-30,3726410,2021-07-01,STANDARD,2024-06-30,731,2.0014,0,0,0,364,,,-,0,0,2,0
399543_21/22_Bordeaux_fr_Ligue_1_1481,399543,21/22,Bordeaux,fr Ligue 1,2022-06-30,2759407,2020-01-09,STANDARD,2024-06-30,731,2.0014,0,0,0,903,11000000,10000000,10.00,0,0,6,0
593482_21/22_Angers_fr_Ligue_1_1482,593482,21/22,Angers,fr Ligue 1,2022-06-30,3408764,2021-07-14,STANDARD,2026-06-30,1461,4.0,0,0,0,351,350000,70000,70.00,0,0,4,0
400485_21/22_Napoli_it_Serie_A_1483,400485,21/22,Napoli,it Serie A,2022-06-30,3233074,2021-06-30,RETURNED_FROM_PREVIOUS_LOAN,2023-06-30,365,0.9993,1,1,0,365,8000000,,,1,0,9,6
314295_21/22_Augsburg_de_Bundesliga_1484,314295,21/22,Augsburg,de Bundesliga,2022-06-30,2586647,2019-08-02,STANDARD,2025-06-30,1096,3.0007,0,0,0,1063,4000000,2000000,2.00,0,0,12,8
143424_21/22_Liverpool_eng_Premier_League_1485,143424,21/22,Liverpool,eng Premier League,2022-06-30,1899345,2017-08-31,STANDARD,2023-06-30,365,0.9993,1,1,0,1764,22000000,38000000,38.00,0,0,4,0
351478_21/22_Real_Sociedad_es_La_Liga_1486,351478,21/22,Real Sociedad,es La Liga,2022-06-30,1438251,2016-01-01,STANDARD,2028-06-30,2192,6.0014,0,0,0,2372,,,-,0,0,6,2
184922_21/22_Montpellier_fr_Ligue_1_1487,184922,21/22,Montpellier,fr Ligue 1,2022-06-30,3265106,2021-03-04,RETURNED_FROM_PREVIOUS_LOAN,2022-06-30,0,0.0,1,1,0,483,2500000,,,1,0,5,2
244940_21/22_Köln_de_Bundesliga_1488,244940,21/22,Köln,de Bundesliga,2022-06-30,2619414,2020-06-30,RETURNED_FROM_PREVIOUS_LOAN,2023-06-30,365,0.9993,1,1,0,730,2700000,,,1,0,7,2
168543_21/22_Union_Berlin_de_Bundesliga_1489,168543,21/22,Union Berlin,de Bundesliga,2022-06-30,3370785,2021-07-01,STANDARD,2023-06-30,365,0.9993,1,1,0,364,2500000,,Free Transfer,0,1,9,2
580560_21/22_Real_Sociedad_es_La_Liga_1490,580560,21/22,Real Sociedad,es La Liga,2022-06-30,2532291,2019-07-01,STANDARD,2027-06-30,1826,4.9993,0,0,0,1095,,,-,0,0,2,0
181547_21/22_Eintracht_Frankfurt_de_Bundesliga_1491,181547,21/22,Eintracht Frankfurt,de Bundesliga,2022-06-30,3062007,2021-06-30,RETURNED_FROM_PREVIOUS_LOAN,2023-06-30,365,0.9993,1,1,0,365,5000000,,,1,0,17,10
126699_21/22_Metz_fr_Ligue_1_1492,126699,21/22,Metz,fr Ligue 1,2022-06-30,2885846,2020-07-01,STANDARD,2022-06-30,0,0.0,1,1,0,729,1600000,700000,700.00,0,0,8,4
401578_21/22_Leverkusen_de_Bundesliga_1493,401578,21/22,Leverkusen,de Bundesliga,2022-06-30,2726673,2020-01-01,STANDARD,2030-06-30,2922,8.0,0,0,0,911,25000000,17000000,17.00,0,0,3,0
211389_21/22_Elche_es_La_Liga_1494,211389,21/22,Elche,es La Liga,2022-06-30,3237735,2021-02-04,STANDARD,2023-06-30,365,0.9993,1,1,0,511,1200000,,-,0,0,6,2
139279_21/22_Nantes_fr_Ligue_1_1495,139279,21/22,Nantes,fr Ligue 1,2022-06-30,1857257,2017-07-27,STANDARD,2025-06-30,1096,3.0007,0,0,0,1799,3500000,2000000,2.00,0,0,8,2
568177_21/22_Manchester_City_eng_Premier_League_1496,568177,21/22,Manchester City,eng Premier League,2022-06-30,3618086,2021-07-01,STANDARD,2026-06-30,1461,4.0,0,0,0,364,500000,,-,0,0,3,0
282199_21/22_Troyes_fr_Ligue_1_1497,282199,21/22,Troyes,fr Ligue 1,2022-06-30,3726681,2022-02-02,STANDARD,2024-06-30,731,2.0014,0,0,0,148,1500000,,Free Transfer,0,1,16,12
12563_21/22_Genoa_it_Serie_A_1498,12563,21/22,Genoa,it Serie A,2022-06-30,3722887,2022-01-31,STANDARD,2022-06-30,0,0.0,1,1,0,150,500000,130000,130.00,0,0,15,6
232144_21/22_Bochum_de_Bundesliga_1499,232144,21/22,Bochum,de Bundesliga,2022-06-30,2107552,2018-07-01,STANDARD,2022-06-30,0,0.0,1,1,0,1460,150000,,Free Transfer,0,1,5,0
405689_21/22_Mainz_05_de_Bundesliga_1500,405689,21/22,Mainz 05,de Bundesliga,2022-06-30,2661719,2019-09-26,STANDARD,2024-06-30,731,2.0014,0,0,0,1008,,,-,0,0,4,0
444523_21/22_Lyon_fr_Ligue_1_1501,444523,21/22,Lyon,fr Ligue 1,2022-06-30,3082698,2020-09-30,STANDARD,2025-06-30,1096,3.0007,0,0,0,638,20000000,23000000,23.00,0,0,3,0
711517_21/22_Wolfsburg_de_Bundesliga_1502,711517,21/22,Wolfsburg,de Bundesliga,2022-06-30,3717408,2022-01-28,STANDARD,2026-06-30,1461,4.0,0,0,0,153,4000000,6681818,6.68,0,0,4,2
166237_21/22_Paris_Saint-Germain_fr_Ligue_1_1503,166237,21/22,Paris Saint-Germain,fr Ligue 1,2022-06-30,2385290,2019-01-29,STANDARD,2024-06-30,731,2.0014,0,0,0,1248,25000000,40000000,40.00,0,0,11,6
59561_21/22_Villarreal_es_La_Liga_1504,59561,21/22,Villarreal,es La Liga,2022-06-30,3011749,2020-08-12,STANDARD,2026-06-30,1461,4.0,0,0,0,687,20000000,2250000,2.25,0,0,10,2
547985_21/22_Empoli_it_Serie_A_1505,547985,21/22,Empoli,it Serie A,2022-06-30,3072537,2020-09-22,STANDARD,2025-06-30,1096,3.0007,0,0,0,646,250000,450000,450.00,0,0,5,2
255744_21/22_Cádiz_es_La_Liga_1506,255744,21/22,Cádiz,es La Liga,2022-06-30,3683864,2022-01-06,STANDARD,2025-06-30,1096,3.0007,0,0,0,175,5000000,5000000,5.00,0,0,9,4
230784_21/22_Arsenal_eng_Premier_League_1507,230784,21/22,Arsenal,eng Premier League,2022-06-30,3089796,2020-10-05,STANDARD,2025-06-30,1096,3.0007,0,0,0,633,40000000,50000000,50.00,0,0,7,4
205938_21/22_Atalanta_it_Serie_A_1508,205938,21/22,Atalanta,it Serie A,2022-06-30,2940430,2020-09-01,STANDARD,2028-06-30,2192,6.0014,0,0,0,667,25000000,14500000,14.50,0,0,15,10
274461_21/22_Dortmund_de_Bundesliga_1509,274461,21/22,Dortmund,de Bundesliga,2022-06-30,2533217,2020-06-30,RETURNED_FROM_PREVIOUS_LOAN,2023-06-30,365,0.9993,1,1,0,730,1300000,,,1,0,11,6
55215_21/22_Elche_es_La_Liga_1510,55215,21/22,Elche,es La Liga,2022-06-30,3537246,2021-09-04,STANDARD,2023-06-30,365,0.9993,1,1,0,299,1500000,,-,0,0,7,0
126729_21/22_Lazio_it_Serie_A_1511,126729,21/22,Lazio,it Serie A,2022-06-30,1253247,2015-07-01,STANDARD,2027-06-30,1826,4.9993,0,0,0,2556,800000,500000,500.00,0,0,6,0
1082692_21/22_Leverkusen_de_Bundesliga_1512,1082692,21/22,Leverkusen,de Bundesliga,2022-06-30,4295099,2022-01-01,STANDARD,,,,,,1,180,,,-,0,0,1,0
149498_21/22_Valencia_es_La_Liga_1513,149498,21/22,Valencia,es La Liga,2022-06-30,1885559,2017-08-18,STANDARD,2024-06-30,731,2.0014,0,0,0,1777,13000000,11000000,11.00,0,0,5,0
353366_21/22_Bayern_Munich_de_Bundesliga_1514,353366,21/22,Bayern Munich,de Bundesliga,2022-06-30,2361742,2019-07-01,STANDARD,2024-06-30,731,2.0014,0,0,0,1095,30000000,35000000,35.00,0,0,6,0
574671_21/22_Monaco_fr_Ligue_1_1515,574671,21/22,Monaco,fr Ligue 1,2022-06-30,3748333,2022-06-30,RETURNED_FROM_PREVIOUS_LOAN,2024-06-30,731,2.0014,0,0,0,0,5000000,,,1,0,12,8
64793_21/22_Cagliari_it_Serie_A_1516,64793,21/22,Cagliari,it Serie A,2022-06-30,1898174,2017-08-30,STANDARD,2026-06-30,1461,4.0,0,0,0,1765,11000000,9800000,9.80,0,0,16,8
37647_21/22_Marseille_fr_Ligue_1_1517,37647,21/22,Marseille,fr Ligue 1,2022-06-30,1689403,2017-01-30,STANDARD,2024-06-30,731,2.0014,0,0,0,1977,30000000,29300000,29.30,0,0,9,0
148369_21/22_Augsburg_de_Bundesliga_1518,148369,21/22,Augsburg,de Bundesliga,2022-06-30,3254968,2016-09-01,STANDARD,,,,,,1,2128,,,-,0,0,10,4
356197_21/22_Villarreal_es_La_Liga_1519,356197,21/22,Villarreal,es La Liga,2022-06-30,2560003,2020-07-20,RETURNED_FROM_PREVIOUS_LOAN,2026-06-30,1461,4.0,0,0,0,710,9500000,,,1,0,12,8
683840_21/22_Barcelona_es_La_Liga_1520,683840,21/22,Barcelona,es La Liga,2022-06-30,3136569,2020-07-31,RETURNED_FROM_PREVIOUS_LOAN,2030-06-30,2922,8.0,0,0,0,699,7200000,,,1,0,5,2
1004741_21/22_Lazio_it_Serie_A_1521,1004741,21/22,Lazio,it Serie A,2022-06-30,,,,,,,,,1,,,,,0,0,0,0
129129_21/22_Cagliari_it_Serie_A_1522,129129,21/22,Cagliari,it Serie A,2022-06-30,1123027,2014-09-01,STANDARD,2023-06-30,365,0.9993,1,1,0,2859,1500000,1300000,1.30,0,0,13,8
501418_21/22_Espanyol_es_La_Liga_1523,501418,21/22,Espanyol,es La Liga,2022-06-30,2482947,2019-07-01,STANDARD,2023-06-30,365,0.9993,1,1,0,1095,10000000,,-,0,0,4,0
51100_21/22_Hertha_BSC_de_Bundesliga_1524,51100,21/22,Hertha BSC,de Bundesliga,2022-06-30,778070,2012-08-31,STANDARD,2024-06-30,731,2.0014,0,0,0,3590,2250000,,Free Transfer,0,1,9,4
364133_21/22_Torino_it_Serie_A_1525,364133,21/22,Torino,it Serie A,2022-06-30,3714877,2022-06-30,RETURNED_FROM_PREVIOUS_LOAN,2023-06-30,365,0.9993,1,1,0,0,4500000,,,1,0,8,4
364133_21/22_Milan_it_Serie_A_1526,364133,21/22,Milan,it Serie A,2022-06-30,3714877,2022-06-30,RETURNED_FROM_PREVIOUS_LOAN,2023-06-30,365,0.9993,1,1,0,0,4500000,,,1,0,8,4
286297_21/22_Roma_it_Serie_A_1527,286297,21/22,Roma,it Serie A,2022-06-30,1816887,2017-07-01,STANDARD,2026-06-30,1461,4.0,0,0,0,1825,12000000,10000000,10.00,0,0,4,0
346567_21/22_Juventus_it_Serie_A_1528,346567,21/22,Juventus,it Serie A,2022-06-30,3077322,2021-06-30,RETURNED_FROM_PREVIOUS_LOAN,2025-06-30,1096,3.0007,0,0,0,365,9000000,,,1,0,9,6
676318_21/22_Alavés_es_La_Liga_1529,676318,21/22,Alavés,es La Liga,2022-06-30,3479467,2022-06-30,RETURNED_FROM_PREVIOUS_LOAN,2025-06-30,1096,3.0007,0,0,0,0,2500000,,,1,0,6,4
238868_21/22_Villarreal_es_La_Liga_1530,238868,21/22,Villarreal,es La Liga,2022-06-30,2537982,2019-07-04,STANDARD,2024-06-30,731,2.0014,0,0,0,1092,10000000,8000000,8.00,0,0,6,0
343052_21/22_Arsenal_eng_Premier_League_1531,343052,21/22,Arsenal,eng Premier League,2022-06-30,2585250,2019-08-01,STANDARD,2024-06-30,731,2.0014,0,0,0,1064,65000000,80000000,80.00,0,0,7,2
627207_21/22_Augsburg_de_Bundesliga_1532,627207,21/22,Augsburg,de Bundesliga,2022-06-30,3678337,2022-01-03,STANDARD,2026-06-30,1461,4.0,0,0,0,178,8000000,16363636,16.36,0,0,7,4
99559_21/22_Cádiz_es_La_Liga_1533,99559,21/22,Cádiz,es La Liga,2022-06-30,2390717,2019-06-30,RETURNED_FROM_PREVIOUS_LOAN,2020-06-30,-730,-1.9986,1,1,0,1096,400000,,,1,0,10,2
141050_21/22_Paris_Saint-Germain_fr_Ligue_1_1534,141050,21/22,Paris Saint-Germain,fr Ligue 1,2022-06-30,3375741,2021-07-01,STANDARD,2025-06-30,1096,3.0007,0,0,0,364,20000000,16000000,16.00,0,0,12,6
424072_21/22_Angers_fr_Ligue_1_1535,424072,21/22,Angers,fr Ligue 1,2022-06-30,2585585,2019-07-30,STANDARD,2022-06-30,0,0.0,1,1,0,1066,1500000,1500000,1.50,0,0,5,0
