Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,season,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,match_status,candidate_transfermarkt_ids
Emerson Palmieri,it ITA,"DF,MF",Lyon,fr Ligue 1,26,1994,29,26,2264,25.2,1,2,3,1,0,0,3,1,0.04,0.08,0.12,0.04,0.12,21/22,16,5,31.3,0.64,0.2,0.06,0.2,0,15,23,1,70,27,26,,,0,unmatched_name,
Timothee Pembele,fr FRA,"DF,MF",Bordeaux,fr Ligue 1,18,2002,26,17,1414,15.7,1,1,2,1,0,0,3,0,0.06,0.06,0.13,0.06,0.13,21/22,18,5,27.8,1.15,0.32,0.06,0.2,0,19,17,1,42,15,8,,,0,unmatched_name,
Luan Peres Petroni,br BRA,DF,Marseille,fr Ligue 1,27,1994,34,29,2679,29.8,0,2,2,0,0,0,6,0,0.0,0.07,0.07,0.0,0.07,21/22,3,0,0.0,0.1,0.0,0.0,,0,18,18,0,24,43,35,,,1,unmatched_name,
Dor Peretz,il ISR,MF,Venezia,it Serie A,26,1995,18,4,585,6.5,0,1,1,0,0,0,2,0,0.0,0.15,0.15,0.0,0.15,21/22,5,0,0.0,0.77,0.0,0.0,,0,10,8,0,2,8,18,,,0,unmatched_name,
Alex Petxa,es ESP,DF,Athletic Club,es La Liga,24,1997,17,1,412,4.6,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,21/22,2,1,50.0,0.44,0.22,0.0,0.0,0,11,12,0,13,4,8,,,0,unmatched_name,
Tomás Pina Isla,es ESP,MF,Alavés,es La Liga,33,1987,29,16,1444,16.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,21/22,6,1,16.7,0.37,0.06,0.0,0.0,0,39,29,0,4,20,16,,,0,unmatched_name,
Sanjin Prcić,ba BIH,MF,Strasbourg,fr Ligue 1,27,1993,32,27,2186,24.3,1,0,1,1,0,0,4,0,0.04,0.0,0.04,0.04,0.04,21/22,46,11,23.9,1.89,0.45,0.02,0.09,0,23,9,0,48,49,28,,,0,unmatched_name,
Marc Pubill,es ESP,"DF,MF",Levante,es La Liga,18,2003,11,5,512,5.7,0,1,1,0,0,0,1,0,0.0,0.18,0.18,0.0,0.18,21/22,6,1,16.7,1.05,0.18,0.0,0.0,0,11,8,0,15,5,7,,,0,unmatched_name,
Przemysław Płacheta,pl POL,"MF,FW",Norwich City,eng Premier League,23,1998,12,6,504,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,21/22,8,7,87.5,1.43,1.25,0.0,0.0,0,1,6,0,23,2,3,,,0,unmatched_name,
Uroš Račić,rs SRB,MF,Valencia,es La Liga,23,1998,28,13,1206,13.4,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,21/22,16,1,6.3,1.19,0.07,0.0,0.0,1,29,25,1,5,14,18,,,0,unmatched_name,
Elba Rashani,xk KVX,"MF,FW",Clermont Foot,fr Ligue 1,28,1993,29,22,1759,19.5,8,3,11,8,0,0,3,0,0.41,0.15,0.56,0.41,0.56,21/22,30,12,40.0,1.53,0.61,0.27,0.67,0,38,30,5,39,11,23,,,0,unmatched_name,
Gio Reyna,us USA,"MF,FW",Dortmund,de Bundesliga,18,2002,10,6,439,4.9,2,1,3,2,0,0,0,0,0.41,0.21,0.62,0.41,0.62,21/22,11,6,54.5,2.26,1.23,0.18,0.33,0,7,11,1,19,0,5,,,0,unmatched_name,
Nico Ribaudo,es ESP,"MF,FW",Espanyol,es La Liga,20,2001,31,7,1116,12.4,2,0,2,2,0,0,5,1,0.16,0.0,0.16,0.16,0.16,21/22,20,4,20.0,1.61,0.32,0.1,0.5,1,26,36,3,16,8,7,,,0,unmatched_name,
Rober,es ESP,DF,Levante,es La Liga,26,1995,27,21,2010,22.3,1,0,1,1,0,0,5,1,0.04,0.0,0.04,0.04,0.04,21/22,8,2,25.0,0.36,0.09,0.13,0.5,1,34,10,0,6,32,20,,,0,unmatched_name,
Stian Rode Gregersen,no NOR,DF,Bordeaux,fr Ligue 1,26,1995,24,22,1953,21.7,1,1,2,1,0,0,7,0,0.05,0.05,0.09,0.05,0.09,21/22,6,1,16.7,0.28,0.05,0.17,1.0,0,25,23,1,6,35,26,,,0,unmatched_name,
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Getafe,es La Liga,23,1998,18,9,943,10.5,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,21/22,25,8,32.0,2.39,0.76,0.0,0.0,0,9,11,1,45,11,11,,,0,unmatched_name,
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Sevilla,es La Liga,23,1998,11,4,417,4.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,21/22,14,1,7.1,3.02,0.22,0.0,0.0,0,5,6,1,15,5,3,,,0,unmatched_name,
Alessio Romagnoli,it ITA,DF,Milan,it Serie A,26,1995,19,16,1409,15.7,1,0,1,1,0,0,4,1,0.06,0.0,0.06,0.06,0.06,21/22,12,5,41.7,0.77,0.32,0.08,0.2,0,17,13,3,1,18,15,,,0,unmatched_name,
Rubén,es ESP,DF,Espanyol,es La Liga,20,2001,4,1,150,1.7,0,1,1,0,0,0,0,0,0.0,0.6,0.6,0.0,0.6,21/22,1,0,0.0,0.6,0.0,0.0,,0,4,1,0,9,2,1,,,0,unmatched_name,
Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,25,1996,32,29,2384,26.5,7,4,11,7,0,0,2,0,0.26,0.15,0.42,0.26,0.42,21/22,39,13,33.3,1.47,0.49,0.18,0.54,0,21,18,1,17,20,34,,,0,unmatched_name,
Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,19,2002,22,1,490,5.4,2,2,4,2,0,0,0,0,0.37,0.37,0.73,0.37,0.73,21/22,17,6,35.3,3.12,1.1,0.12,0.33,0,11,3,0,33,2,9,,,0,unmatched_name,
Mama Samba Baldé,gw GNB,"MF,FW",Troyes,fr Ligue 1,25,1995,30,20,1717,19.1,3,2,5,3,0,1,1,1,0.16,0.1,0.26,0.16,0.26,21/22,48,18,37.5,2.52,0.94,0.06,0.17,0,41,26,4,16,4,26,,,0,unmatched_name,
Nicolás Serrano,es ESP,MF,Athletic Club,es La Liga,18,2003,14,3,317,3.5,1,0,1,1,0,0,0,0,0.28,0.0,0.28,0.28,0.28,21/22,9,4,44.4,2.56,1.14,0.11,0.25,0,8,6,1,22,2,5,,,0,unmatched_name,
Caio Henrique Oliveira Silva,br BRA,"DF,MF",Monaco,fr Ligue 1,24,1997,34,31,2662,29.6,2,8,10,2,0,0,5,0,0.07,0.27,0.34,0.07,0.34,21/22,18,6,33.3,0.61,0.2,0.11,0.33,0,20,22,2,126,26,28,,,0,unmatched_name,
Leo Skiri Østigård,no NOR,DF,Genoa,it Serie A,21,1999,15,13,1172,13.0,0,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0,21/22,7,2,28.6,0.54,0.15,0.0,0.0,1,15,6,3,0,10,10,,,0,unmatched_name,
Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,25,1996,28,28,2497,27.7,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,21/22,8,1,12.5,0.29,0.04,0.13,1.0,0,24,14,1,5,33,31,,,0,unmatched_name,
Jerry St. Juste,nl NED,DF,Mainz 05,de Bundesliga,24,1996,8,7,604,6.7,1,0,1,1,0,0,0,0,0.15,0.0,0.15,0.15,0.15,21/22,12,3,25.0,1.79,0.45,0.08,0.33,0,13,8,0,6,14,10,,,0,unmatched_name,
Kostas Stafylidis,gr GRE,"DF,MF",Bochum,de Bundesliga,27,1993,24,15,1388,15.4,0,1,1,0,0,0,3,1,0.0,0.06,0.06,0.0,0.06,21/22,16,5,31.3,1.04,0.32,0.0,0.0,0,12,19,1,64,29,28,,,0,unmatched_name,
Stefan Strandberg,no NOR,DF,Salernitana,it Serie A,31,1990,11,11,933,10.4,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,21/22,9,3,33.3,0.87,0.29,0.0,0.0,1,8,3,1,4,10,6,,,1,unmatched_name,
Aleksa Terzić,rs SRB,DF,Fiorentina,it Serie A,21,1999,14,1,274,3.0,0,1,1,0,0,0,1,0,0.0,0.33,0.33,0.0,0.33,21/22,0,0,,0.0,0.0,,,0,4,2,0,21,5,5,,,0,unmatched_name,
Cheikh Tidiane Sabaly,sn SEN,FW,Metz,fr Ligue 1,22,1999,6,2,150,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,21/22,2,1,50.0,1.2,0.6,0.0,0.0,0,0,1,0,0,0,3,,,0,unmatched_name,
Kostas Tsimikas,gr GRE,DF,Liverpool,eng Premier League,25,1996,13,9,877,9.7,0,2,2,0,0,0,3,0,0.0,0.21,0.21,0.0,0.21,21/22,8,2,25.0,0.82,0.21,0.0,0.0,0,20,6,0,115,9,12,,,0,unmatched_name,
Hwang Ui-jo,kr KOR,FW,Bordeaux,fr Ligue 1,28,1992,32,29,2508,27.9,11,2,13,11,0,0,3,0,0.39,0.07,0.47,0.39,0.47,21/22,55,22,40.0,1.97,0.79,0.2,0.5,0,17,23,22,32,5,4,,,0,unmatched_name,
Antonio Vacca,it ITA,MF,Venezia,it Serie A,31,1990,21,15,1064,11.8,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,21/22,1,0,0.0,0.08,0.0,0.0,,0,21,9,0,0,22,20,,,0,unmatched_name,
José Luis García Vayá,es ESP,MF,Levante,es La Liga,22,1998,29,23,2012,22.4,0,0,0,0,0,0,9,0,0.0,0.0,0.0,0.0,0.0,21/22,14,2,14.3,0.63,0.09,0.0,0.0,0,47,20,0,58,37,27,,,0,unmatched_name,
Unai Vencedor Paris,es ESP,MF,Athletic Club,es La Liga,20,2000,34,29,2383,26.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,21/22,20,2,10.0,0.76,0.08,0.0,0.0,0,28,35,0,47,18,12,,,0,unmatched_name,
Freddie Veseli,al ALB,DF,Salernitana,it Serie A,28,1992,9,8,596,6.6,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,21/22,1,0,0.0,0.15,0.0,0.0,,1,7,1,0,4,4,2,,,0,unmatched_name,
Walace,br BRA,MF,Udinese,it Serie A,26,1995,36,33,2970,33.0,1,0,1,1,0,0,6,1,0.03,0.0,0.03,0.03,0.03,21/22,47,11,23.4,1.42,0.33,0.02,0.09,0,47,37,1,9,56,48,,,0,unmatched_name,
Jeong Woo-yeong,kr KOR,"MF,FW",Freiburg,de Bundesliga,21,1999,32,23,1782,19.8,5,2,7,5,0,0,1,0,0.25,0.1,0.35,0.25,0.35,21/22,51,19,37.3,2.58,0.96,0.1,0.26,0,10,15,12,31,6,10,,,0,unmatched_name,
Andre-Frank Zambo Anguissa,cm CMR,MF,Napoli,it Serie A,25,1995,25,21,1926,21.4,0,1,1,0,0,0,5,0,0.0,0.05,0.05,0.0,0.05,21/22,20,3,15.0,0.93,0.14,0.0,0.0,0,38,28,0,9,25,29,,,0,unmatched_name,
Milan Đurić,ba BIH,FW,Salernitana,it Serie A,31,1990,33,23,2165,24.1,5,4,9,4,1,1,6,0,0.21,0.17,0.37,0.17,0.33,21/22,50,17,34.0,2.08,0.71,0.08,0.24,0,24,45,6,2,3,1,,,0,unmatched_name,
Filip Đuričić,rs SRB,MF,Sassuolo,it Serie A,29,1992,12,9,671,7.5,2,1,3,2,0,0,1,0,0.27,0.13,0.4,0.27,0.4,21/22,17,6,35.3,2.28,0.8,0.12,0.33,0,10,14,2,0,4,10,,,0,unmatched_name,
Kevin Agudelo,co COL,"MF,FW",Spezia,it Serie A,23,1998,34,23,2131,23.7,0,1,1,0,0,0,5,0,0.0,0.04,0.04,0.0,0.04,22/23,28,7,25.0,1.18,0.3,0.0,0.0,0,34,35,2,34,9,37,,,0,unmatched_name,
Raúl Albiol,es ESP,DF,Villarreal,es La Liga,36,1985,25,24,2119,23.5,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,22/23,2,1,50.0,0.08,0.04,0.0,0.0,0,17,13,1,1,14,18,,,0,unmatched_name,
Domingos André Ribeiro Almeida,pt POR,MF,Valencia,es La Liga,22,2000,34,29,2539,28.2,2,4,6,2,0,0,3,0,0.07,0.14,0.21,0.07,0.21,22/23,23,8,34.8,0.82,0.28,0.09,0.25,0,31,40,1,128,21,42,,,0,unmatched_name,
Gastón Álvarez,uy URU,DF,Getafe,es La Liga,22,2000,22,16,1501,16.7,2,0,2,2,0,0,7,1,0.12,0.0,0.12,0.12,0.12,22/23,5,2,40.0,0.3,0.12,0.4,1.0,0,27,12,0,23,15,29,,,0,unmatched_name,
Amath,sn SEN,"MF,FW",Mallorca,es La Liga,26,1996,28,12,1227,13.6,2,0,2,2,0,0,2,1,0.15,0.0,0.15,0.15,0.15,22/23,23,7,30.4,1.69,0.51,0.09,0.29,0,34,24,7,16,4,17,,,0,unmatched_name,
Komnen Andrić,rs SRB,FW,Clermont Foot,fr Ligue 1,27,1995,34,16,1446,16.1,4,3,7,3,1,2,4,0,0.25,0.19,0.44,0.19,0.37,22/23,30,13,43.3,1.87,0.81,0.1,0.23,0,17,41,7,3,9,4,,,0,unmatched_name,
Santiago Arzamendia,py PAR,"DF,MF",Cádiz,es La Liga,24,1998,12,5,483,5.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,22/23,4,2,50.0,0.75,0.37,0.0,0.0,0,4,2,1,14,2,8,,,0,unmatched_name,
Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,16,2005,7,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,22/23,1,0,0.0,0.52,0.0,0.0,,0,7,9,2,1,1,2,,,0,unmatched_name,
Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,28,1994,29,23,1709,19.0,8,2,10,6,2,3,7,1,0.42,0.11,0.53,0.32,0.42,22/23,67,24,35.8,3.53,1.26,0.09,0.25,0,25,35,14,80,9,5,,,0,unmatched_name,
Srđan Babić,rs SRB,DF,Almería,es La Liga,26,1996,34,33,2998,33.3,3,0,3,3,0,0,5,0,0.09,0.0,0.09,0.09,0.09,22/23,9,5,55.6,0.27,0.15,0.33,0.6,0,24,9,2,2,27,19,,,0,unmatched_name,
