Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,season,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,match_status,candidate_transfermarkt_ids
Malick Thiaw,de GER,DF,Milan,it Serie A,21,2001,21,19,1619,18.0,0,1,1,0,0,0,5,1,0.0,0.06,0.06,0.0,0.06,23/24,5,1,20.0,0.28,0.06,0.0,0.0,0,31,7,0,0,16,18,,,1,ambiguous_name,521964;1063838
Luke Thomas,eng ENG,"MF,DF",Sheffield United,eng Premier League,22,2001,12,11,917,10.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,23/24,6,1,16.7,0.59,0.1,0.0,0.0,0,10,13,0,13,10,9,,,0,ambiguous_name,399473;505194
Pau Torres,es ESP,DF,Aston Villa,eng Premier League,26,1997,29,27,2464,27.4,2,0,2,2,0,0,1,0,0.07,0.0,0.07,0.07,0.07,23/24,12,5,41.7,0.44,0.18,0.17,0.4,0,17,10,2,8,11,16,,,0,ambiguous_name,65302;399776
Adama Traoré,es ESP,MF,Fulham,eng Premier League,27,1996,17,1,377,4.2,2,3,5,2,0,0,2,0,0.48,0.72,1.19,0.48,1.19,23/24,11,7,63.6,2.63,1.67,0.18,0.29,0,5,4,0,26,1,3,,,0,ambiguous_name,70209;204103;262608;364405
Tuta,br BRA,"DF,MF",Eintracht Frankfurt,de Bundesliga,24,1999,30,30,2600,28.9,1,2,3,1,0,0,3,2,0.03,0.07,0.1,0.03,0.1,23/24,18,7,38.9,0.62,0.24,0.06,0.14,1,28,16,0,11,34,34,,,0,ambiguous_name,29673;546213
Enes Ünal,tr TUR,FW,Bournemouth,eng Premier League,26,1997,16,2,328,3.6,2,2,4,2,0,0,1,0,0.55,0.55,1.1,0.55,1.1,23/24,23,11,47.8,6.31,3.02,0.09,0.18,0,10,9,6,3,1,4,,,0,ambiguous_name,251106;288697
Enes Ünal,tr TUR,FW,Getafe,es La Liga,26,1997,3,1,140,1.6,0,1,1,0,0,0,0,0,0.0,0.64,0.64,0.0,0.64,23/24,1,0,0.0,0.64,0.0,0.0,,0,5,5,4,1,0,0,,,0,ambiguous_name,251106;288697
Vanderson,br BRA,"MF,DF",Monaco,fr Ligue 1,22,2001,20,20,1641,18.2,3,1,4,3,0,0,6,1,0.16,0.05,0.22,0.16,0.22,23/24,30,10,33.3,1.65,0.55,0.1,0.3,1,45,17,1,48,34,40,,,0,ambiguous_name,56761;789082
Jesus Vazquez,es ESP,DF,Valencia,es La Liga,20,2003,20,6,716,8.0,1,0,1,1,0,0,1,0,0.13,0.0,0.13,0.13,0.13,23/24,7,2,28.6,0.88,0.25,0.14,0.5,0,8,7,1,18,3,10,,,0,ambiguous_name,210126;553007;623024
Vitinha,pt POR,FW,Marseille,fr Ligue 1,23,2000,18,10,923,10.3,3,2,5,3,0,0,1,0,0.29,0.2,0.49,0.29,0.49,23/24,37,9,24.3,3.61,0.88,0.08,0.33,0,16,23,6,18,5,8,,,0,ambiguous_name,24728;24955;334972;487469;586853
Vitinha,pt POR,"MF,FW",Genoa,it Serie A,23,2000,9,2,285,3.2,2,0,2,2,0,0,2,0,0.63,0.0,0.63,0.63,0.63,23/24,14,5,35.7,4.42,1.58,0.14,0.4,0,10,8,2,9,0,2,,,0,ambiguous_name,24728;24955;334972;487469;586853
Vitinha,pt POR,MF,Paris Saint-Germain,fr Ligue 1,23,2000,28,23,2126,23.6,7,4,11,7,0,0,0,0,0.3,0.17,0.47,0.3,0.47,23/24,45,19,42.2,1.9,0.8,0.16,0.37,0,17,16,1,37,22,23,,,0,ambiguous_name,24728;24955;334972;487469;586853
Vitinho,br BRA,"DF,MF",Burnley,eng Premier League,24,1999,32,26,2314,25.7,0,2,2,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08,23/24,25,4,16.0,0.97,0.16,0.0,0.0,0,27,28,6,55,9,34,,,0,ambiguous_name,213605;306820;323944;354595;468249;625373;670965;693251;706740;796742;813048;813117;834898;866827;872134;1072630
