row_id,trmrkt_player_id,season,Squad,Comp,valuation_date,market_value_eur,market_value_date,market_value_days_from_valuation,log_market_value_eur,market_value_in_window,market_value_stale,market_value_missing
385817_22/23_Strasbourg_fr_Ligue_1_2668,385817,22/23,Strasbourg,fr Ligue 1,2023-06-30,900000,2023-06-08,22,13.71015115,1,0,0
131789_22/23_Liverpool_eng_Premier_League_2669,131789,22/23,Liverpool,eng Premier League,2023-06-30,18000000,2023-06-19,11,16.70588237,1,0,0
374139_22/23_Leeds_United_eng_Premier_League_2670,374139,22/23,Leeds United,eng Premier League,2023-06-30,10000000,2023-06-19,11,16.11809575,1,0,0
435796_22/23_Wolfsburg_de_Bundesliga_2671,435796,22/23,Wolfsburg,de Bundesliga,2023-06-30,2000000,2023-06-21,9,14.50865824,1,0,0
596881_22/23_Schalke_04_de_Bundesliga_2672,596881,22/23,Schalke 04,de Bundesliga,2023-06-30,1500000,2023-06-27,3,14.22097633,1,0,0
395242_22/23_Reims_fr_Ligue_1_2673,395242,22/23,Reims,fr Ligue 1,2023-06-30,6000000,2023-06-26,4,15.60727019,1,0,0
130365_22/23_Milan_it_Serie_A_2674,130365,22/23,Milan,it Serie A,2023-06-30,2000000,2023-06-14,16,14.50865824,1,0,0
406635_22/23_Manchester_City_eng_Premier_League_2675,406635,22/23,Manchester City,eng Premier League,2023-06-30,110000000,2023-06-19,11,18.51599093,1,0,0
182893_22/23_Lens_fr_Ligue_1_2676,182893,22/23,Lens,fr Ligue 1,2023-06-30,32000000,2023-06-26,4,17.28124649,1,0,0
475411_22/23_Leicester_City_eng_Premier_League_2677,475411,22/23,Leicester City,eng Premier League,2023-06-30,55000000,2023-06-19,11,17.82284376,1,0,0
475411_22/23_Chelsea_eng_Premier_League_2678,475411,22/23,Chelsea,eng Premier League,2023-06-30,55000000,2023-06-19,11,17.82284376,1,0,0
569598_22/23_Monaco_fr_Ligue_1_2679,569598,22/23,Monaco,fr Ligue 1,2023-06-30,25000000,2023-06-26,4,17.03438642,1,0,0
215114_22/23_Reims_fr_Ligue_1_2680,215114,22/23,Reims,fr Ligue 1,2023-06-30,5000000,2023-06-26,4,15.42494867,1,0,0
33829_22/23_Lille_fr_Ligue_1_2681,33829,22/23,Lille,fr Ligue 1,2023-06-30,600000,2023-06-26,4,13.3046866,1,0,0
357885_22/23_West_Ham_United_eng_Premier_League_2682,357885,22/23,West Ham United,eng Premier League,2023-06-30,22000000,2023-06-19,11,16.90655306,1,0,0
111078_22/23_RB_Leipzig_de_Bundesliga_2683,111078,22/23,RB Leipzig,de Bundesliga,2023-06-30,7000000,2023-06-21,9,15.76142085,1,0,0
121257_22/23_Leeds_United_eng_Premier_League_2684,121257,22/23,Leeds United,eng Premier League,2023-06-30,1200000,2023-06-19,11,13.99783295,1,0,0
179635_22/23_Bochum_de_Bundesliga_2685,179635,22/23,Bochum,de Bundesliga,2023-06-30,2800000,2023-06-21,9,14.84513033,1,0,0
315131_22/23_Leverkusen_de_Bundesliga_2686,315131,22/23,Leverkusen,de Bundesliga,2023-06-30,2000000,2023-06-21,9,14.50865824,1,0,0
170472_22/23_Valencia_es_La_Liga_2687,170472,22/23,Valencia,es La Liga,2023-06-30,2500000,2023-06-12,18,14.73180169,1,0,0
480763_22/23_Villarreal_es_La_Liga_2688,480763,22/23,Villarreal,es La Liga,2023-06-30,25000000,2023-06-12,18,17.03438642,1,0,0
146163_22/23_Augsburg_de_Bundesliga_2689,146163,22/23,Augsburg,de Bundesliga,2023-06-30,800000,2023-06-27,3,13.59236826,1,0,0
370998_22/23_Wolfsburg_de_Bundesliga_2690,370998,22/23,Wolfsburg,de Bundesliga,2023-06-30,3000000,2023-06-21,9,14.91412318,1,0,0
239743_22/23_Lens_fr_Ligue_1_2691,239743,22/23,Lens,fr Ligue 1,2023-06-30,9000000,2023-06-26,4,16.01273525,1,0,0
146795_22/23_Newcastle_United_eng_Premier_League_2692,146795,22/23,Newcastle United,eng Premier League,2023-06-30,6000000,2023-06-19,11,15.60727019,1,0,0
394300_22/23_Sassuolo_it_Serie_A_2693,394300,22/23,Sassuolo,it Serie A,2023-06-30,25000000,2023-06-14,16,17.03438642,1,0,0
140191_22/23_Bournemouth_eng_Premier_League_2694,140191,22/23,Bournemouth,eng Premier League,2023-06-30,1500000,2023-06-19,11,14.22097633,1,0,0
946883_22/23_Valladolid_es_La_Liga_2695,946883,22/23,Valladolid,es La Liga,2023-06-30,15000000,2023-06-12,18,16.52356083,1,0,0
148252_22/23_Nottingham_Forest_eng_Premier_League_2696,148252,22/23,Nottingham Forest,eng Premier League,2023-06-30,8000000,2023-06-19,11,15.89495222,1,0,0
147043_22/23_Schalke_04_de_Bundesliga_2697,147043,22/23,Schalke 04,de Bundesliga,2023-06-30,2000000,2023-06-21,9,14.50865824,1,0,0
156990_22/23_Werder_Bremen_de_Bundesliga_2698,156990,22/23,Werder Bremen,de Bundesliga,2023-06-30,7000000,2023-06-21,9,15.76142085,1,0,0
196231_22/23_Gladbach_de_Bundesliga_2699,196231,22/23,Gladbach,de Bundesliga,2023-06-30,4000000,2023-06-21,9,15.20180517,1,0,0
484547_22/23_Leverkusen_de_Bundesliga_2700,484547,22/23,Leverkusen,de Bundesliga,2023-06-30,40000000,2023-06-21,9,17.50439004,1,0,0
272278_22/23_Stuttgart_de_Bundesliga_2701,272278,22/23,Stuttgart,de Bundesliga,2023-06-30,4000000,2023-06-21,9,15.20180517,1,0,0
250013_22/23_Mainz_05_de_Bundesliga_2702,250013,22/23,Mainz 05,de Bundesliga,2023-06-30,9000000,2023-06-26,4,16.01273525,1,0,0
250013_22/23_Lens_fr_Ligue_1_2703,250013,22/23,Lens,fr Ligue 1,2023-06-30,9000000,2023-06-26,4,16.01273525,1,0,0
75489_22/23_Werder_Bremen_de_Bundesliga_2704,75489,22/23,Werder Bremen,de Bundesliga,2023-06-30,13000000,2023-06-21,9,16.38045999,1,0,0
323167_22/23_Milan_it_Serie_A_2705,323167,22/23,Milan,it Serie A,2023-06-30,5000000,2023-06-14,16,15.42494867,1,0,0
112343_22/23_Sampdoria_it_Serie_A_2706,112343,22/23,Sampdoria,it Serie A,2023-06-30,2000000,2023-06-14,16,14.50865824,1,0,0
358008_22/23_Napoli_it_Serie_A_2707,358008,22/23,Napoli,it Serie A,2023-06-30,4500000,2023-06-14,16,15.31958818,1,0,0
197471_22/23_Inter_it_Serie_A_2708,197471,22/23,Inter,it Serie A,2023-06-30,4000000,2023-06-14,16,15.20180517,1,0,0
608469_22/23_Hellas_Verona_it_Serie_A_2709,608469,22/23,Hellas Verona,it Serie A,2023-06-30,1800000,2023-06-14,16,14.40329778,1,0,0
434675_22/23_Liverpool_eng_Premier_League_2710,434675,22/23,Liverpool,eng Premier League,2023-06-30,55000000,2023-06-19,11,17.82284376,1,0,0
448628_22/23_Celta_Vigo_es_La_Liga_2711,448628,22/23,Celta Vigo,es La Liga,2023-06-30,12000000,2023-06-12,18,16.30041729,1,0,0
126751_22/23_Mallorca_es_La_Liga_2712,126751,22/23,Mallorca,es La Liga,2023-06-30,3000000,2023-06-12,18,14.91412318,1,0,0
488362_22/23_Chelsea_eng_Premier_League_2713,488362,22/23,Chelsea,eng Premier League,2023-06-30,32000000,2023-06-19,11,17.28124649,1,0,0
392516_22/23_Lecce_it_Serie_A_2714,392516,22/23,Lecce,it Serie A,2023-06-30,2500000,2023-06-14,16,14.73180169,1,0,0
121686_22/23_Bochum_de_Bundesliga_2715,121686,22/23,Bochum,de Bundesliga,2023-06-30,600000,2023-06-21,9,13.3046866,1,0,0
27389_22/23_Strasbourg_fr_Ligue_1_2716,27389,22/23,Strasbourg,fr Ligue 1,2023-06-30,1200000,2023-06-26,4,13.99783295,1,0,0
531949_22/23_Nantes_fr_Ligue_1_2717,531949,22/23,Nantes,fr Ligue 1,2023-06-30,4000000,2023-06-26,4,15.20180517,1,0,0
531949_22/23_Lens_fr_Ligue_1_2718,531949,22/23,Lens,fr Ligue 1,2023-06-30,4000000,2023-06-26,4,15.20180517,1,0,0
261504_22/23_Girona_es_La_Liga_2719,261504,22/23,Girona,es La Liga,2023-06-30,10000000,2023-06-12,18,16.11809575,1,0,0
466794_22/23_Barcelona_es_La_Liga_2720,466794,22/23,Barcelona,es La Liga,2023-06-30,10000000,2023-06-12,18,16.11809575,1,0,0
811779_22/23_Manchester_Utd_eng_Premier_League_2721,811779,22/23,Manchester Utd,eng Premier League,2023-06-30,25000000,2023-06-19,11,17.03438642,1,0,0
505219_22/23_Everton_eng_Premier_League_2722,505219,22/23,Everton,eng Premier League,2023-06-30,14000000,2023-06-19,11,16.45456796,1,0,0
72121_22/23_Clermont_Foot_fr_Ligue_1_2723,72121,22/23,Clermont Foot,fr Ligue 1,2023-06-30,700000,2023-06-26,4,13.45883704,1,0,0
509022_22/23_Juventus_it_Serie_A_2724,509022,22/23,Juventus,it Serie A,2023-06-30,12000000,2023-06-14,16,16.30041729,1,0,0
646740_22/23_Barcelona_es_La_Liga_2725,646740,22/23,Barcelona,es La Liga,2023-06-30,90000000,2023-06-12,18,18.31532024,1,0,0
503980_22/23_Leeds_United_eng_Premier_League_2726,503980,22/23,Leeds United,eng Premier League,2023-06-30,8000000,2023-05-31,30,15.89495222,1,0,0
569387_22/23_Lecce_it_Serie_A_2727,569387,22/23,Lecce,it Serie A,2023-06-30,4000000,2023-06-14,16,15.20180517,1,0,0
470618_22/23_Toulouse_fr_Ligue_1_2728,470618,22/23,Toulouse,fr Ligue 1,2023-06-30,1500000,2023-06-26,4,14.22097633,1,0,0
119277_22/23_Wolfsburg_de_Bundesliga_2729,119277,22/23,Wolfsburg,de Bundesliga,2023-06-30,6000000,2023-06-21,9,15.60727019,1,0,0
60540_22/23_Montpellier_fr_Ligue_1_2730,60540,22/23,Montpellier,fr Ligue 1,2023-06-30,1500000,2023-06-26,4,14.22097633,1,0,0
313477_22/23_Cremonese_it_Serie_A_2731,313477,22/23,Cremonese,it Serie A,2023-06-30,1300000,2023-06-14,16,14.07787559,1,0,0
204294_22/23_Brentford_eng_Premier_League_2732,204294,22/23,Brentford,eng Premier League,2023-06-30,2000000,2023-06-19,11,14.50865824,1,0,0
126656_22/23_Angers_fr_Ligue_1_2733,126656,22/23,Angers,fr Ligue 1,2023-06-30,900000,2023-06-26,4,13.71015115,1,0,0
429014_22/23_Wolves_eng_Premier_League_2734,429014,22/23,Wolves,eng Premier League,2023-06-30,40000000,2023-06-19,11,17.50439004,1,0,0
429014_22/23_Nottingham_Forest_eng_Premier_League_2735,429014,22/23,Nottingham Forest,eng Premier League,2023-06-30,40000000,2023-06-19,11,17.50439004,1,0,0
72792_22/23_Union_Berlin_de_Bundesliga_2736,72792,22/23,Union Berlin,de Bundesliga,2023-06-30,1000000,2023-06-21,9,13.81551156,1,0,0
276896_22/23_Marseille_fr_Ligue_1_2737,276896,22/23,Marseille,fr Ligue 1,2023-06-30,10000000,2023-06-26,4,16.11809575,1,0,0
537382_22/23_Tottenham_Hotspur_eng_Premier_League_2738,537382,22/23,Tottenham Hotspur,eng Premier League,2023-06-30,15000000,2023-06-12,18,16.52356083,1,0,0
537382_22/23_Sevilla_es_La_Liga_2739,537382,22/23,Sevilla,es La Liga,2023-06-30,15000000,2023-06-12,18,16.52356083,1,0,0
618341_22/23_Lazio_it_Serie_A_2740,618341,22/23,Lazio,it Serie A,2023-06-30,3000000,2023-06-14,16,14.91412318,1,0,0
423744_22/23_Brighton_eng_Premier_League_2741,423744,22/23,Brighton,eng Premier League,2023-06-30,12000000,2023-06-19,11,16.30041729,1,0,0
798929_22/23_Torino_it_Serie_A_2742,798929,22/23,Torino,it Serie A,2023-06-30,900000,2023-06-14,16,13.71015115,1,0,0
124502_22/23_Freiburg_de_Bundesliga_2743,124502,22/23,Freiburg,de Bundesliga,2023-06-30,18000000,2023-06-21,9,16.70588237,1,0,0
270051_22/23_Nantes_fr_Ligue_1_2744,270051,22/23,Nantes,fr Ligue 1,2023-06-30,4000000,2023-06-26,4,15.20180517,1,0,0
82442_22/23_Milan_it_Serie_A_2745,82442,22/23,Milan,it Serie A,2023-06-30,4000000,2023-06-14,16,15.20180517,1,0,0
670882_22/23_Dortmund_de_Bundesliga_2746,670882,22/23,Dortmund,de Bundesliga,2023-06-30,14000000,2023-06-21,9,16.45456796,1,0,0
159471_22/23_Bayern_Munich_de_Bundesliga_2747,159471,22/23,Bayern Munich,de Bundesliga,2023-06-30,55000000,2023-06-21,9,17.82284376,1,0,0
627626_22/23_Leeds_United_eng_Premier_League_2748,627626,22/23,Leeds United,eng Premier League,2023-06-30,18000000,2023-06-19,11,16.70588237,1,0,0
343475_22/23_Everton_eng_Premier_League_2749,343475,22/23,Everton,eng Premier League,2023-06-30,13000000,2023-06-19,11,16.38045999,1,0,0
263918_22/23_Monaco_fr_Ligue_1_2750,263918,22/23,Monaco,fr Ligue 1,2023-06-30,28000000,2023-06-26,4,17.1477151,1,0,0
392770_22/23_Lille_fr_Ligue_1_2751,392770,22/23,Lille,fr Ligue 1,2023-06-30,16000000,2023-06-26,4,16.58809934,1,0,0
735570_22/23_Wolves_eng_Premier_League_2752,735570,22/23,Wolves,eng Premier League,2023-06-30,18000000,2023-06-19,11,16.70588237,1,0,0
1104405_22/23_Wolves_eng_Premier_League_2753,1104405,22/23,Wolves,eng Premier League,2023-06-30,,2025-06-01,702,,0,1,1
256178_22/23_Liverpool_eng_Premier_League_2754,256178,22/23,Liverpool,eng Premier League,2023-06-30,22000000,2023-06-19,11,16.90655306,1,0,0
396894_22/23_Valencia_es_La_Liga_2755,396894,22/23,Valencia,es La Liga,2023-06-30,7000000,2023-06-07,23,15.76142085,1,0,0
175449_22/23_Osasuna_es_La_Liga_2756,175449,22/23,Osasuna,es La Liga,2023-06-30,10000000,2023-06-12,18,16.11809575,1,0,0
20005_22/23_Sevilla_es_La_Liga_2757,20005,22/23,Sevilla,es La Liga,2023-06-30,3000000,2023-06-12,18,14.91412318,1,0,0
92947_22/23_Espanyol_es_La_Liga_2758,92947,22/23,Espanyol,es La Liga,2023-06-30,2000000,2023-06-12,18,14.50865824,1,0,0
366930_22/23_Manchester_City_eng_Premier_League_2759,366930,22/23,Manchester City,eng Premier League,2023-06-30,13000000,2023-06-19,11,16.38045999,1,0,0
60542_22/23_Clermont_Foot_fr_Ligue_1_2760,60542,22/23,Clermont Foot,fr Ligue 1,2023-06-30,900000,2023-06-26,4,13.71015115,1,0,0
339699_22/23_Mallorca_es_La_Liga_2761,339699,22/23,Mallorca,es La Liga,2023-06-30,2000000,2023-06-12,18,14.50865824,1,0,0
692209_22/23_Lecce_it_Serie_A_2762,692209,22/23,Lecce,it Serie A,2023-06-30,6000000,2023-06-14,16,15.60727019,1,0,0
388795_22/23_Ajaccio_fr_Ligue_1_2763,388795,22/23,Ajaccio,fr Ligue 1,2023-06-30,2500000,2023-06-26,4,14.73180169,1,0,0
503733_22/23_Newcastle_United_eng_Premier_League_2764,503733,22/23,Newcastle United,eng Premier League,2023-06-30,35000000,2023-06-19,11,17.37085865,1,0,0
503733_22/23_Everton_eng_Premier_League_2765,503733,22/23,Everton,eng Premier League,2023-06-30,35000000,2023-06-19,11,17.37085865,1,0,0
153084_22/23_Bayern_Munich_de_Bundesliga_2766,153084,22/23,Bayern Munich,de Bundesliga,2023-06-30,45000000,2023-06-21,9,17.62217307,1,0,0
289255_22/23_Real_Sociedad_es_La_Liga_2767,289255,22/23,Real Sociedad,es La Liga,2023-06-30,9000000,2023-06-12,18,16.01273525,1,0,0
273132_22/23_Inter_it_Serie_A_2768,273132,22/23,Inter,it Serie A,2023-06-30,15000000,2023-06-14,16,16.52356083,1,0,0
74842_22/23_Eintracht_Frankfurt_de_Bundesliga_2769,74842,22/23,Eintracht Frankfurt,de Bundesliga,2023-06-30,12000000,2023-06-21,9,16.30041729,1,0,0
418659_22/23_Nice_fr_Ligue_1_2770,418659,22/23,Nice,fr Ligue 1,2023-06-30,35000000,2023-06-26,4,17.37085865,1,0,0
418659_22/23_Rennes_fr_Ligue_1_2771,418659,22/23,Rennes,fr Ligue 1,2023-06-30,35000000,2023-06-26,4,17.37085865,1,0,0
106405_22/23_Augsburg_de_Bundesliga_2772,106405,22/23,Augsburg,de Bundesliga,2023-06-30,3000000,2023-06-21,9,14.91412318,1,0,0
126557_22/23_Lens_fr_Ligue_1_2773,126557,22/23,Lens,fr Ligue 1,2023-06-30,5000000,2023-06-26,4,15.42494867,1,0,0
557147_22/23_Espanyol_es_La_Liga_2774,557147,22/23,Espanyol,es La Liga,2023-06-30,2500000,2023-06-12,18,14.73180169,1,0,0
197473_22/23_Empoli_it_Serie_A_2775,197473,22/23,Empoli,it Serie A,2023-06-30,2000000,2023-06-14,16,14.50865824,1,0,0
478573_22/23_Bayern_Munich_de_Bundesliga_2776,478573,22/23,Bayern Munich,de Bundesliga,2023-06-30,30000000,2023-06-21,9,17.21670797,1,0,0
395083_22/23_Torino_it_Serie_A_2777,395083,22/23,Torino,it Serie A,2023-06-30,4000000,2023-06-14,16,15.20180517,1,0,0
395083_22/23_Reims_fr_Ligue_1_2778,395083,22/23,Reims,fr Ligue 1,2023-06-30,4000000,2023-06-14,16,15.20180517,1,0,0
292417_22/23_Everton_eng_Premier_League_2779,292417,22/23,Everton,eng Premier League,2023-06-30,20000000,2023-06-19,11,16.81124288,1,0,0
167342_22/23_Lorient_fr_Ligue_1_2780,167342,22/23,Lorient,fr Ligue 1,2023-06-30,1500000,2023-06-15,15,14.22097633,1,0,0
203460_22/23_Manchester_City_eng_Premier_League_2781,203460,22/23,Manchester City,eng Premier League,2023-06-30,75000000,2023-06-19,11,18.13299868,1,0,0
532178_22/23_Leeds_United_eng_Premier_League_2782,532178,22/23,Leeds United,eng Premier League,2023-06-30,5000000,2023-06-19,11,15.42494867,1,0,0
120205_22/23_Freiburg_de_Bundesliga_2783,120205,22/23,Freiburg,de Bundesliga,2023-06-30,8000000,2023-06-21,9,15.89495222,1,0,0
434110_22/23_Schalke_04_de_Bundesliga_2784,434110,22/23,Schalke 04,de Bundesliga,2023-06-30,1200000,2023-06-21,9,13.99783295,1,0,0
72479_22/23_Mallorca_es_La_Liga_2785,72479,22/23,Mallorca,es La Liga,2023-06-30,800000,2023-06-12,18,13.59236826,1,0,0
125781_22/23_Atlético_Madrid_es_La_Liga_2786,125781,22/23,Atlético Madrid,es La Liga,2023-06-30,25000000,2023-06-12,18,17.03438642,1,0,0
185077_22/23_Freiburg_de_Bundesliga_2787,185077,22/23,Freiburg,de Bundesliga,2023-06-30,12000000,2023-06-21,9,16.30041729,1,0,0
58396_22/23_Werder_Bremen_de_Bundesliga_2788,58396,22/23,Werder Bremen,de Bundesliga,2023-06-30,500000,2023-06-21,9,13.12236538,1,0,0
82873_22/23_Brighton_eng_Premier_League_2789,82873,22/23,Brighton,eng Premier League,2023-06-30,8000000,2023-06-19,11,15.89495222,1,0,0
700106_22/23_Mainz_05_de_Bundesliga_2790,700106,22/23,Mainz 05,de Bundesliga,2023-06-30,500000,2023-06-21,9,13.12236538,1,0,0
381753_22/23_Werder_Bremen_de_Bundesliga_2791,381753,22/23,Werder Bremen,de Bundesliga,2023-06-30,3000000,2023-06-21,9,14.91412318,1,0,0
189475_22/23_Augsburg_de_Bundesliga_2792,189475,22/23,Augsburg,de Bundesliga,2023-06-30,3000000,2023-08-21,52,14.91412318,1,0,0
20506_22/23_Real_Betis_es_La_Liga_2793,20506,22/23,Real Betis,es La Liga,2023-06-30,1500000,2023-06-12,18,14.22097633,1,0,0
256429_22/23_Valladolid_es_La_Liga_2794,256429,22/23,Valladolid,es La Liga,2023-06-30,2000000,2023-06-12,18,14.50865824,1,0,0
256429_22/23_Cádiz_es_La_Liga_2795,256429,22/23,Cádiz,es La Liga,2023-06-30,2000000,2023-06-12,18,14.50865824,1,0,0
74294_22/23_Sevilla_es_La_Liga_2796,74294,22/23,Sevilla,es La Liga,2023-06-30,4000000,2023-06-12,18,15.20180517,1,0,0
362108_22/23_Lille_fr_Ligue_1_2797,362108,22/23,Lille,fr Ligue 1,2023-06-30,4500000,2023-06-26,4,15.31958818,1,0,0
225122_22/23_Wolves_eng_Premier_League_2798,225122,22/23,Wolves,eng Premier League,2023-06-30,23000000,2023-06-15,15,16.95100482,1,0,0
392757_22/23_Crystal_Palace_eng_Premier_League_2799,392757,22/23,Crystal Palace,eng Premier League,2023-06-30,35000000,2023-06-19,11,17.37085865,1,0,0
465830_22/23_Marseille_fr_Ligue_1_2800,465830,22/23,Marseille,fr Ligue 1,2023-06-30,25000000,2023-06-26,4,17.03438642,1,0,0
170986_22/23_Dortmund_de_Bundesliga_2801,170986,22/23,Dortmund,de Bundesliga,2023-06-30,20000000,2023-06-21,9,16.81124288,1,0,0
500689_22/23_Nantes_fr_Ligue_1_2802,500689,22/23,Nantes,fr Ligue 1,2023-06-30,4500000,2023-06-26,4,15.31958818,1,0,0
465967_22/23_Real_Sociedad_es_La_Liga_2803,465967,22/23,Real Sociedad,es La Liga,2023-06-30,2500000,2023-06-12,18,14.73180169,1,0,0
485963_22/23_Marseille_fr_Ligue_1_2804,485963,22/23,Marseille,fr Ligue 1,2023-06-30,10000000,2023-06-12,18,16.11809575,1,0,0
485963_22/23_Sevilla_es_La_Liga_2805,485963,22/23,Sevilla,es La Liga,2023-06-30,10000000,2023-06-12,18,16.11809575,1,0,0
93704_22/23_Wolfsburg_de_Bundesliga_2806,93704,22/23,Wolfsburg,de Bundesliga,2023-06-30,2000000,2023-06-21,9,14.50865824,1,0,0
354352_22/23_Strasbourg_fr_Ligue_1_2807,354352,22/23,Strasbourg,fr Ligue 1,2023-06-30,4500000,2023-06-26,4,15.31958818,1,0,0
495629_22/23_Valencia_es_La_Liga_2808,495629,22/23,Valencia,es La Liga,2023-06-30,14000000,2023-06-12,18,16.45456796,1,0,0
270541_22/23_Stuttgart_de_Bundesliga_2809,270541,22/23,Stuttgart,de Bundesliga,2023-06-30,14000000,2023-06-21,9,16.45456796,1,0,0
270541_22/23_Rennes_fr_Ligue_1_2810,270541,22/23,Rennes,fr Ligue 1,2023-06-30,14000000,2023-06-21,9,16.45456796,1,0,0
45683_22/23_Freiburg_de_Bundesliga_2811,45683,22/23,Freiburg,de Bundesliga,2023-06-30,1500000,2023-06-21,9,14.22097633,1,0,0
268670_22/23_Elche_es_La_Liga_2812,268670,22/23,Elche,es La Liga,2023-06-30,3500000,2023-06-12,18,15.06827381,1,0,0
353826_22/23_Augsburg_de_Bundesliga_2813,353826,22/23,Augsburg,de Bundesliga,2023-06-30,3500000,2023-06-21,9,15.06827381,1,0,0
53622_22/23_Manchester_City_eng_Premier_League_2814,53622,22/23,Manchester City,eng Premier League,2023-06-30,20000000,2023-06-19,11,16.81124288,1,0,0
93707_22/23_Freiburg_de_Bundesliga_2815,93707,22/23,Freiburg,de Bundesliga,2023-06-30,7500000,2023-06-21,9,15.83041371,1,0,0
115763_22/23_Hellas_Verona_it_Serie_A_2816,115763,22/23,Hellas Verona,it Serie A,2023-06-30,3500000,2023-06-14,16,15.06827381,1,0,0
115763_22/23_Sampdoria_it_Serie_A_2817,115763,22/23,Sampdoria,it Serie A,2023-06-30,3500000,2023-06-14,16,15.06827381,1,0,0
340205_22/23_Athletic_Club_es_La_Liga_2818,340205,22/23,Athletic Club,es La Liga,2023-06-30,2000000,2023-06-12,18,14.50865824,1,0,0
620322_22/23_Lyon_fr_Ligue_1_2819,620322,22/23,Lyon,fr Ligue 1,2023-06-30,25000000,2023-06-26,4,17.03438642,1,0,0
330352_22/23_Elche_es_La_Liga_2820,330352,22/23,Elche,es La Liga,2023-06-30,2500000,2023-06-12,18,14.73180169,1,0,0
525299_22/23_Girona_es_La_Liga_2821,525299,22/23,Girona,es La Liga,2023-06-30,10000000,2023-06-12,18,16.11809575,1,0,0
475959_22/23_RB_Leipzig_de_Bundesliga_2822,475959,22/23,RB Leipzig,de Bundesliga,2023-06-30,75000000,2023-06-21,9,18.13299868,1,0,0
241076_22/23_Spezia_it_Serie_A_2823,241076,22/23,Spezia,it Serie A,2023-06-30,2000000,2023-06-14,16,14.50865824,1,0,0
205054_22/23_Salernitana_it_Serie_A_2824,205054,22/23,Salernitana,it Serie A,2023-06-30,1500000,2023-06-14,16,14.22097633,1,0,0
76274_22/23_Monza_it_Serie_A_2825,76274,22/23,Monza,it Serie A,2023-06-30,800000,2023-06-14,16,13.59236826,1,0,0
418560_22/23_Manchester_City_eng_Premier_League_2826,418560,22/23,Manchester City,eng Premier League,2023-06-30,180000000,2023-06-19,11,19.00846741,1,0,0
192638_22/23_Empoli_it_Serie_A_2827,192638,22/23,Empoli,it Serie A,2023-06-30,2000000,2023-06-14,16,14.50865824,1,0,0
177779_22/23_Union_Berlin_de_Bundesliga_2828,177779,22/23,Union Berlin,de Bundesliga,2023-06-30,7000000,2023-06-21,9,15.76142085,1,0,0
126281_22/23_Mainz_05_de_Bundesliga_2829,126281,22/23,Mainz 05,de Bundesliga,2023-06-30,2500000,2023-06-21,9,14.73180169,1,0,0
223725_22/23_Getafe_es_La_Liga_2830,223725,22/23,Getafe,es La Liga,2023-06-30,3500000,2023-06-12,18,15.06827381,1,0,0
750903_22/23_Nantes_fr_Ligue_1_2831,750903,22/23,Nantes,fr Ligue 1,2023-06-30,2000000,2023-06-26,4,14.50865824,1,0,0
322065_22/23_Mallorca_es_La_Liga_2832,322065,22/23,Mallorca,es La Liga,2023-06-30,3000000,2023-06-12,18,14.91412318,1,0,0
42783_22/23_Augsburg_de_Bundesliga_2833,42783,22/23,Augsburg,de Bundesliga,2023-06-30,1200000,2023-06-21,9,13.99783295,1,0,0
402008_22/23_RB_Leipzig_de_Bundesliga_2834,402008,22/23,RB Leipzig,de Bundesliga,2023-06-30,17000000,2023-06-21,9,16.64872396,1,0,0
170929_22/23_Lens_fr_Ligue_1_2835,170929,22/23,Lens,fr Ligue 1,2023-06-30,3000000,2023-06-26,4,14.91412318,1,0,0
398073_22/23_Paris_Saint-Germain_fr_Ligue_1_2836,398073,22/23,Paris Saint-Germain,fr Ligue 1,2023-06-30,65000000,2023-06-26,4,17.98989784,1,0,0
670858_22/23_Chelsea_eng_Premier_League_2837,670858,22/23,Chelsea,eng Premier League,2023-06-30,10000000,2023-06-19,11,16.11809575,1,0,0
181375_22/23_Dortmund_de_Bundesliga_2838,181375,22/23,Dortmund,de Bundesliga,2023-06-30,30000000,2023-06-21,9,17.21670797,1,0,0
70243_22/23_RB_Leipzig_de_Bundesliga_2839,70243,22/23,RB Leipzig,de Bundesliga,2023-06-30,3500000,2023-06-21,9,15.06827381,1,0,0
98349_22/23_Ajaccio_fr_Ligue_1_2840,98349,22/23,Ajaccio,fr Ligue 1,2023-06-30,400000,2023-06-26,4,12.89922233,1,0,0
79377_22/23_Stuttgart_de_Bundesliga_2841,79377,22/23,Stuttgart,de Bundesliga,2023-06-30,1000000,2023-06-21,9,13.81551156,1,0,0
79377_22/23_Union_Berlin_de_Bundesliga_2842,79377,22/23,Union Berlin,de Bundesliga,2023-06-30,1000000,2023-06-21,9,13.81551156,1,0,0
372711_22/23_Marseille_fr_Ligue_1_2843,372711,22/23,Marseille,fr Ligue 1,2023-06-30,12000000,2023-06-26,4,16.30041729,1,0,0
417346_22/23_Leeds_United_eng_Premier_League_2844,417346,22/23,Leeds United,eng Premier League,2023-06-30,22000000,2023-06-19,11,16.90655306,1,0,0
416386_22/23_Sassuolo_it_Serie_A_2845,416386,22/23,Sassuolo,it Serie A,2023-06-30,2700000,2023-06-14,16,14.8087627,1,0,0
39259_22/23_Eintracht_Frankfurt_de_Bundesliga_2846,39259,22/23,Eintracht Frankfurt,de Bundesliga,2023-06-30,800000,2023-06-21,9,13.59236826,1,0,0
