row_id,trmrkt_player_id,season,Squad,Comp,valuation_date,market_value_eur,market_value_date,market_value_days_from_valuation,log_market_value_eur,market_value_in_window,market_value_stale,market_value_missing
258923_21/22_Manchester_Utd_eng_Premier_League_1523,258923,21/22,Manchester Utd,eng Premier League,2022-06-30,60000000,2022-06-14,16,17.90985514,1,0,0
291739_21/22_Norwich_City_eng_Premier_League_1524,291739,21/22,Norwich City,eng Premier League,2022-06-30,7000000,2022-06-14,16,15.76142085,1,0,0
405885_21/22_Sassuolo_it_Serie_A_1525,405885,21/22,Sassuolo,it Serie A,2022-06-30,28000000,2022-06-06,24,17.1477151,1,0,0
7349_21/22_Real_Betis_es_La_Liga_1526,7349,21/22,Real Betis,es La Liga,2022-06-30,,2013-04-11,3367,,0,1,1
318204_21/22_Hoffenheim_de_Bundesliga_1527,318204,21/22,Hoffenheim,de Bundesliga,2022-06-30,20000000,2022-06-08,22,16.81124288,1,0,0
187587_21/22_Milan_it_Serie_A_1528,187587,21/22,Milan,it Serie A,2022-06-30,17000000,2022-06-06,24,16.64872396,1,0,0
268178_21/22_Spezia_it_Serie_A_1529,268178,21/22,Spezia,it Serie A,2022-06-30,3000000,2022-06-06,24,14.91412318,1,0,0
129078_21/22_Southampton_eng_Premier_League_1530,129078,21/22,Southampton,eng Premier League,2022-06-30,18000000,2022-06-14,16,16.70588237,1,0,0
282429_21/22_Tottenham_Hotspur_eng_Premier_League_1531,282429,21/22,Tottenham Hotspur,eng Premier League,2022-06-30,25000000,2022-06-14,16,17.03438642,1,0,0
326300_21/22_Lyon_fr_Ligue_1_1532,326300,21/22,Lyon,fr Ligue 1,2022-06-30,14000000,2022-05-29,32,16.45456796,1,0,0
627226_21/22_Dortmund_de_Bundesliga_1533,627226,21/22,Dortmund,de Bundesliga,2022-06-30,8000000,2022-06-08,22,15.89495222,1,0,0
182579_21/22_Sevilla_es_La_Liga_1534,182579,21/22,Sevilla,es La Liga,2022-06-30,5000000,2022-06-02,28,15.42494867,1,0,0
35207_21/22_Dortmund_de_Bundesliga_1535,35207,21/22,Dortmund,de Bundesliga,2022-06-30,11000000,2022-06-08,22,16.21340592,1,0,0
280575_21/22_Bochum_de_Bundesliga_1536,280575,21/22,Bochum,de Bundesliga,2022-06-30,4000000,2022-06-08,22,15.20180517,1,0,0
22068_21/22_Salernitana_it_Serie_A_1537,22068,21/22,Salernitana,it Serie A,2022-06-30,1000000,2022-06-06,24,13.81551156,1,0,0
467992_21/22_Torino_it_Serie_A_1538,467992,21/22,Torino,it Serie A,2022-06-30,12000000,2022-06-06,24,16.30041729,1,0,0
467992_21/22_Empoli_it_Serie_A_1539,467992,21/22,Empoli,it Serie A,2022-06-30,12000000,2022-06-06,24,16.30041729,1,0,0
357662_21/22_West_Ham_United_eng_Premier_League_1540,357662,21/22,West Ham United,eng Premier League,2022-06-30,80000000,2022-06-14,16,18.19753721,1,0,0
578539_21/22_Hoffenheim_de_Bundesliga_1541,578539,21/22,Hoffenheim,de Bundesliga,2022-06-30,7500000,2022-06-08,22,15.83041371,1,0,0
578539_21/22_Bayern_Munich_de_Bundesliga_1542,578539,21/22,Bayern Munich,de Bundesliga,2022-06-30,7500000,2022-06-08,22,15.83041371,1,0,0
424881_21/22_Bayern_Munich_de_Bundesliga_1543,424881,21/22,Bayern Munich,de Bundesliga,2022-06-30,7000000,2022-06-08,22,15.76142085,1,0,0
378710_21/22_Everton_eng_Premier_League_1544,378710,21/22,Everton,eng Premier League,2022-06-30,48000000,2022-06-14,16,17.68671159,1,0,0
279009_21/22_Hertha_BSC_de_Bundesliga_1545,279009,21/22,Hertha BSC,de Bundesliga,2022-06-30,6000000,2022-06-08,22,15.60727019,1,0,0
249513_21/22_Real_Sociedad_es_La_Liga_1546,249513,21/22,Real Sociedad,es La Liga,2022-06-30,3000000,2022-06-02,28,14.91412318,1,0,0
241481_21/22_Crystal_Palace_eng_Premier_League_1547,241481,21/22,Crystal Palace,eng Premier League,2022-06-30,5000000,2022-06-14,16,15.42494867,1,0,0
75942_21/22_Torino_it_Serie_A_1548,75942,21/22,Torino,it Serie A,2022-06-30,1000000,2022-06-06,24,13.81551156,1,0,0
75942_21/22_Sampdoria_it_Serie_A_1549,75942,21/22,Sampdoria,it Serie A,2022-06-30,1000000,2022-06-06,24,13.81551156,1,0,0
278837_21/22_Alavés_es_La_Liga_1550,278837,21/22,Alavés,es La Liga,2022-06-30,3000000,2022-06-02,28,14.91412318,1,0,0
234802_21/22_Troyes_fr_Ligue_1_1551,234802,21/22,Troyes,fr Ligue 1,2022-06-30,4000000,2022-05-29,32,15.20180517,1,0,0
271455_21/22_Montpellier_fr_Ligue_1_1552,271455,21/22,Montpellier,fr Ligue 1,2022-06-30,3500000,2022-05-29,32,15.06827381,1,0,0
92469_21/22_Newcastle_United_eng_Premier_League_1553,92469,21/22,Newcastle United,eng Premier League,2022-06-30,1800000,2022-06-14,16,14.40329778,1,0,0
85370_21/22_Barcelona_es_La_Liga_1554,85370,21/22,Barcelona,es La Liga,2022-06-30,6000000,2022-06-02,28,15.60727019,1,0,0
214666_21/22_Burnley_eng_Premier_League_1555,214666,21/22,Burnley,eng Premier League,2022-06-30,2500000,2022-06-14,16,14.73180169,1,0,0
234803_21/22_Liverpool_eng_Premier_League_1556,234803,21/22,Liverpool,eng Premier League,2022-06-30,65000000,2022-06-14,16,17.98989784,1,0,0
336869_21/22_Bayern_Munich_de_Bundesliga_1557,336869,21/22,Bayern Munich,de Bundesliga,2022-06-30,7000000,2022-06-08,22,15.76142085,1,0,0
67548_21/22_Granada_es_La_Liga_1558,67548,21/22,Granada,es La Liga,2022-06-30,2500000,2022-06-02,28,14.73180169,1,0,0
186862_21/22_Elche_es_La_Liga_1559,186862,21/22,Elche,es La Liga,2022-06-30,2000000,2022-06-02,28,14.50865824,1,0,0
44466_21/22_Eintracht_Frankfurt_de_Bundesliga_1560,44466,21/22,Eintracht Frankfurt,de Bundesliga,2022-06-30,2500000,2022-06-08,22,14.73180169,1,0,0
297212_21/22_Tottenham_Hotspur_eng_Premier_League_1561,297212,21/22,Tottenham Hotspur,eng Premier League,2022-06-30,8000000,2022-06-14,16,15.89495222,1,0,0
282734_21/22_Troyes_fr_Ligue_1_1562,282734,21/22,Troyes,fr Ligue 1,2022-06-30,2500000,2022-06-09,21,14.73180169,1,0,0
206947_21/22_Rayo_Vallecano_es_La_Liga_1563,206947,21/22,Rayo Vallecano,es La Liga,2022-06-30,1800000,2022-06-02,28,14.40329778,1,0,0
51510_21/22_Mallorca_es_La_Liga_1564,51510,21/22,Mallorca,es La Liga,2022-06-30,2000000,2022-06-02,28,14.50865824,1,0,0
342385_21/22_Real_Betis_es_La_Liga_1565,342385,21/22,Real Betis,es La Liga,2022-06-30,25000000,2022-06-02,28,17.03438642,1,0,0
53360_21/22_Burnley_eng_Premier_League_1566,53360,21/22,Burnley,eng Premier League,2022-06-30,2000000,2022-06-14,16,14.50865824,1,0,0
412363_21/22_Real_Madrid_es_La_Liga_1567,412363,21/22,Real Madrid,es La Liga,2022-06-30,60000000,2022-06-02,28,17.90985514,1,0,0
391005_21/22_Brentford_eng_Premier_League_1568,391005,21/22,Brentford,eng Premier League,2022-06-30,2500000,2022-06-14,16,14.73180169,1,0,0
317482_21/22_Cagliari_it_Serie_A_1569,317482,21/22,Cagliari,it Serie A,2022-06-30,6000000,2022-06-06,24,15.60727019,1,0,0
88706_21/22_Empoli_it_Serie_A_1570,88706,21/22,Empoli,it Serie A,2022-06-30,1000000,2022-06-06,24,13.81551156,1,0,0
355915_21/22_Tottenham_Hotspur_eng_Premier_League_1571,355915,21/22,Tottenham Hotspur,eng Premier League,2022-06-30,48000000,2022-06-14,16,17.68671159,1,0,0
769063_21/22_Lazio_it_Serie_A_1572,769063,21/22,Lazio,it Serie A,2022-06-30,1000000,2022-06-06,24,13.81551156,1,0,0
66100_21/22_Southampton_eng_Premier_League_1573,66100,21/22,Southampton,eng Premier League,2022-06-30,5000000,2022-06-14,16,15.42494867,1,0,0
8198_21/22_Manchester_Utd_eng_Premier_League_1574,8198,21/22,Manchester Utd,eng Premier League,2022-06-30,30000000,2022-06-14,16,17.21670797,1,0,0
8198_21/22_Juventus_it_Serie_A_1575,8198,21/22,Juventus,it Serie A,2022-06-30,30000000,2022-06-14,16,17.21670797,1,0,0
80197_21/22_Everton_eng_Premier_League_1576,80197,21/22,Everton,eng Premier League,2022-06-30,2500000,2022-06-14,16,14.73180169,1,0,0
332889_21/22_Marseille_fr_Ligue_1_1577,332889,21/22,Marseille,fr Ligue 1,2022-06-30,12000000,2022-05-29,32,16.30041729,1,0,0
133179_21/22_Atalanta_it_Serie_A_1578,133179,21/22,Atalanta,it Serie A,2022-06-30,17000000,2022-06-06,24,16.64872396,1,0,0
370791_21/22_Nice_fr_Ligue_1_1579,370791,21/22,Nice,fr Ligue 1,2022-06-30,10000000,2022-05-29,32,16.11809575,1,0,0
127076_21/22_Wolfsburg_de_Bundesliga_1580,127076,21/22,Wolfsburg,de Bundesliga,2022-06-30,4500000,2022-06-08,22,15.31958818,1,0,0
525704_21/22_Genoa_it_Serie_A_1581,525704,21/22,Genoa,it Serie A,2022-06-30,10000000,2022-06-06,24,16.11809575,1,0,0
257732_21/22_Napoli_it_Serie_A_1582,257732,21/22,Napoli,it Serie A,2022-06-30,25000000,2022-06-06,24,17.03438642,1,0,0
86202_21/22_Chelsea_eng_Premier_League_1583,86202,21/22,Chelsea,eng Premier League,2022-06-30,40000000,2022-06-14,16,17.50439004,1,0,0
57051_21/22_Hoffenheim_de_Bundesliga_1584,57051,21/22,Hoffenheim,de Bundesliga,2022-06-30,1500000,2022-06-08,22,14.22097633,1,0,0
162959_21/22_Juventus_it_Serie_A_1585,162959,21/22,Juventus,it Serie A,2022-06-30,3500000,2022-06-06,24,15.06827381,1,0,0
290087_21/22_Salernitana_it_Serie_A_1586,290087,21/22,Salernitana,it Serie A,2022-06-30,50000,2022-06-27,3,10.81979828,1,0,0
87884_21/22_Napoli_it_Serie_A_1587,87884,21/22,Napoli,it Serie A,2022-06-30,8000000,2022-06-06,24,15.89495222,1,0,0
378139_21/22_Real_Betis_es_La_Liga_1588,378139,21/22,Real Betis,es La Liga,2022-06-30,3000000,2022-06-02,28,14.91412318,1,0,0
82863_21/22_Norwich_City_eng_Premier_League_1589,82863,21/22,Norwich City,eng Premier League,2022-06-30,1200000,2022-06-14,16,13.99783295,1,0,0
378463_21/22_Mallorca_es_La_Liga_1590,378463,21/22,Mallorca,es La Liga,2022-06-30,1200000,2022-06-02,28,13.99783295,1,0,0
538977_21/22_Hoffenheim_de_Bundesliga_1591,538977,21/22,Hoffenheim,de Bundesliga,2022-06-30,16000000,2022-06-08,22,16.58809934,1,0,0
370789_21/22_Union_Berlin_de_Bundesliga_1592,370789,21/22,Union Berlin,de Bundesliga,2022-06-30,4000000,2022-06-08,22,15.20180517,1,0,0
243737_21/22_Nantes_fr_Ligue_1_1593,243737,21/22,Nantes,fr Ligue 1,2022-06-30,700000,2022-05-29,32,13.45883704,1,0,0
135492_21/22_Real_Betis_es_La_Liga_1594,135492,21/22,Real Betis,es La Liga,2022-06-30,3000000,2022-06-02,28,14.91412318,1,0,0
167491_21/22_Genoa_it_Serie_A_1595,167491,21/22,Genoa,it Serie A,2022-06-30,1500000,2022-06-05,25,14.22097633,1,0,0
340394_21/22_Sampdoria_it_Serie_A_1596,340394,21/22,Sampdoria,it Serie A,2022-06-30,3000000,2022-06-06,24,14.91412318,1,0,0
106987_21/22_Bayern_Munich_de_Bundesliga_1597,106987,21/22,Bayern Munich,de Bundesliga,2022-06-30,15000000,2022-06-08,22,16.52356083,1,0,0
106987_21/22_RB_Leipzig_de_Bundesliga_1598,106987,21/22,RB Leipzig,de Bundesliga,2022-06-30,15000000,2022-06-08,22,16.52356083,1,0,0
364857_21/22_Saint-Étienne_fr_Ligue_1_1599,364857,21/22,Saint-Étienne,fr Ligue 1,2022-06-30,4000000,2022-05-29,32,15.20180517,1,0,0
381950_21/22_Milan_it_Serie_A_1600,381950,21/22,Milan,it Serie A,2022-06-30,17000000,2022-06-06,24,16.64872396,1,0,0
880330_21/22_Strasbourg_fr_Ligue_1_1601,880330,21/22,Strasbourg,fr Ligue 1,2022-06-30,800000,2022-05-29,32,13.59236826,1,0,0
182916_21/22_Lens_fr_Ligue_1_1602,182916,21/22,Lens,fr Ligue 1,2022-06-30,2500000,2022-05-29,32,14.73180169,1,0,0
272642_21/22_Newcastle_United_eng_Premier_League_1603,272642,21/22,Newcastle United,eng Premier League,2022-06-30,32000000,2022-06-14,16,17.28124649,1,0,0
204198_21/22_Wolves_eng_Premier_League_1604,204198,21/22,Wolves,eng Premier League,2022-06-30,8000000,2022-06-14,16,15.89495222,1,0,0
433177_21/22_Arsenal_eng_Premier_League_1605,433177,21/22,Arsenal,eng Premier League,2022-06-30,65000000,2022-06-14,16,17.98989784,1,0,0
47713_21/22_Montpellier_fr_Ligue_1_1606,47713,21/22,Montpellier,fr Ligue 1,2022-06-30,4500000,2022-05-29,32,15.31958818,1,0,0
96806_21/22_Spezia_it_Serie_A_1607,96806,21/22,Spezia,it Serie A,2022-06-30,500000,2022-06-06,24,13.12236538,1,0,0
148455_21/22_Liverpool_eng_Premier_League_1608,148455,21/22,Liverpool,eng Premier League,2022-06-30,90000000,2022-06-14,16,18.31532024,1,0,0
459661_21/22_Spezia_it_Serie_A_1609,459661,21/22,Spezia,it Serie A,2022-06-30,3500000,2022-06-06,24,15.06827381,1,0,0
495666_21/22_Marseille_fr_Ligue_1_1610,495666,21/22,Marseille,fr Ligue 1,2022-06-30,30000000,2022-05-29,32,17.21670797,1,0,0
563963_21/22_Southampton_eng_Premier_League_1611,563963,21/22,Southampton,eng Premier League,2022-06-30,18000000,2022-06-14,16,16.70588237,1,0,0
332798_21/22_Freiburg_de_Bundesliga_1612,332798,21/22,Freiburg,de Bundesliga,2022-06-30,12000000,2022-06-08,22,16.30041729,1,0,0
351843_21/22_Troyes_fr_Ligue_1_1613,351843,21/22,Troyes,fr Ligue 1,2022-06-30,2000000,2022-05-29,32,14.50865824,1,0,0
380438_21/22_Cádiz_es_La_Liga_1614,380438,21/22,Cádiz,es La Liga,2022-06-30,,2020-02-10,871,,0,1,1
315604_21/22_Hoffenheim_de_Bundesliga_1615,315604,21/22,Hoffenheim,de Bundesliga,2022-06-30,16000000,2022-06-08,22,16.58809934,1,0,0
381967_21/22_Arsenal_eng_Premier_League_1616,381967,21/22,Arsenal,eng Premier League,2022-06-30,14000000,2022-06-14,16,16.45456796,1,0,0
335147_21/22_Montpellier_fr_Ligue_1_1617,335147,21/22,Montpellier,fr Ligue 1,2022-06-30,4500000,2022-05-29,32,15.31958818,1,0,0
307519_21/22_Cádiz_es_La_Liga_1618,307519,21/22,Cádiz,es La Liga,2022-06-30,1500000,2022-06-02,28,14.22097633,1,0,0
234523_21/22_Torino_it_Serie_A_1619,234523,21/22,Torino,it Serie A,2022-06-30,7500000,2022-06-06,24,15.83041371,1,0,0
571020_21/22_Athletic_Club_es_La_Liga_1620,571020,21/22,Athletic Club,es La Liga,2022-06-30,15000000,2022-06-02,28,16.52356083,1,0,0
258027_21/22_Lille_fr_Ligue_1_1621,258027,21/22,Lille,fr Ligue 1,2022-06-30,28000000,2022-05-29,32,17.1477151,1,0,0
40433_21/22_Inter_it_Serie_A_1622,40433,21/22,Inter,it Serie A,2022-06-30,3500000,2022-06-06,24,15.06827381,1,0,0
341429_21/22_Tottenham_Hotspur_eng_Premier_League_1623,341429,21/22,Tottenham Hotspur,eng Premier League,2022-06-30,28000000,2022-06-14,16,17.1477151,1,0,0
95963_21/22_Granada_es_La_Liga_1624,95963,21/22,Granada,es La Liga,2022-06-30,800000,2022-06-02,28,13.59236826,1,0,0
676042_21/22_Sevilla_es_La_Liga_1625,676042,21/22,Sevilla,es La Liga,2022-06-30,500000,2022-06-28,2,13.12236538,1,0,0
401173_21/22_Manchester_Utd_eng_Premier_League_1626,401173,21/22,Manchester Utd,eng Premier League,2022-06-30,75000000,2022-06-14,16,18.13299868,1,0,0
192565_21/22_Bayern_Munich_de_Bundesliga_1627,192565,21/22,Bayern Munich,de Bundesliga,2022-06-30,60000000,2022-06-08,22,17.90985514,1,0,0
63040_21/22_Osasuna_es_La_Liga_1628,63040,21/22,Osasuna,es La Liga,2022-06-30,500000,2022-06-02,28,13.12236538,1,0,0
174094_21/22_Aston_Villa_eng_Premier_League_1629,174094,21/22,Aston Villa,eng Premier League,2022-06-30,10000000,2022-06-14,16,16.11809575,1,0,0
82048_21/22_Bologna_it_Serie_A_1630,82048,21/22,Bologna,it Serie A,2022-06-30,2000000,2022-06-06,24,14.50865824,1,0,0
285323_21/22_Freiburg_de_Bundesliga_1631,285323,21/22,Freiburg,de Bundesliga,2022-06-30,14000000,2022-05-29,32,16.45456796,1,0,0
285323_21/22_Rennes_fr_Ligue_1_1632,285323,21/22,Rennes,fr Ligue 1,2022-06-30,14000000,2022-05-29,32,16.45456796,1,0,0
941869_21/22_Valencia_es_La_Liga_1633,941869,21/22,Valencia,es La Liga,2022-06-30,50000,2022-09-25,87,10.81979828,0,0,0
645923_21/22_Udinese_it_Serie_A_1634,645923,21/22,Udinese,it Serie A,2022-06-30,50000,2022-06-28,2,10.81979828,1,0,0
645923_21/22_Watford_eng_Premier_League_1635,645923,21/22,Watford,eng Premier League,2022-06-30,50000,2022-06-28,2,10.81979828,1,0,0
88909_21/22_Fiorentina_it_Serie_A_1636,88909,21/22,Fiorentina,it Serie A,2022-06-30,2500000,2022-06-06,24,14.73180169,1,0,0
74230_21/22_Paris_Saint-Germain_fr_Ligue_1_1637,74230,21/22,Paris Saint-Germain,fr Ligue 1,2022-06-30,25000000,2022-05-30,31,17.03438642,1,0,0
393325_21/22_Norwich_City_eng_Premier_League_1638,393325,21/22,Norwich City,eng Premier League,2022-06-30,7000000,2022-06-14,16,15.76142085,1,0,0
410225_21/22_Watford_eng_Premier_League_1639,410225,21/22,Watford,eng Premier League,2022-06-30,27000000,2022-06-14,16,17.11134746,1,0,0
344596_21/22_Chelsea_eng_Premier_League_1640,344596,21/22,Chelsea,eng Premier League,2022-06-30,8000000,2022-06-14,16,15.89495222,1,0,0
640109_21/22_Inter_it_Serie_A_1641,640109,21/22,Inter,it Serie A,2022-06-30,7000000,2022-05-29,32,15.76142085,1,0,0
640109_21/22_Brest_fr_Ligue_1_1642,640109,21/22,Brest,fr Ligue 1,2022-06-30,7000000,2022-05-29,32,15.76142085,1,0,0
127156_21/22_Montpellier_fr_Ligue_1_1643,127156,21/22,Montpellier,fr Ligue 1,2022-06-30,12000000,2022-05-29,32,16.30041729,1,0,0
240360_21/22_Rayo_Vallecano_es_La_Liga_1644,240360,21/22,Rayo Vallecano,es La Liga,2022-06-30,800000,2022-06-02,28,13.59236826,1,0,0
504153_21/22_Gladbach_de_Bundesliga_1645,504153,21/22,Gladbach,de Bundesliga,2022-06-30,8000000,2022-06-08,22,15.89495222,1,0,0
571604_21/22_Atalanta_it_Serie_A_1646,571604,21/22,Atalanta,it Serie A,2022-06-30,10000000,2022-06-06,24,16.11809575,1,0,0
315867_21/22_Sassuolo_it_Serie_A_1647,315867,21/22,Sassuolo,it Serie A,2022-06-30,30000000,2022-06-06,24,17.21670797,1,0,0
473050_21/22_Freiburg_de_Bundesliga_1648,473050,21/22,Freiburg,de Bundesliga,2022-06-30,7000000,2022-06-08,22,15.76142085,1,0,0
454863_21/22_Union_Berlin_de_Bundesliga_1649,454863,21/22,Union Berlin,de Bundesliga,2022-06-30,2000000,2022-06-08,22,14.50865824,1,0,0
135343_21/22_Newcastle_United_eng_Premier_League_1650,135343,21/22,Newcastle United,eng Premier League,2022-06-30,7000000,2022-06-14,16,15.76142085,1,0,0
147485_21/22_Köln_de_Bundesliga_1651,147485,21/22,Köln,de Bundesliga,2022-06-30,1800000,2022-06-08,22,14.40329778,1,0,0
136133_21/22_Salernitana_it_Serie_A_1652,136133,21/22,Salernitana,it Serie A,2022-06-30,400000,2022-06-06,24,12.89922233,1,0,0
242086_21/22_Leverkusen_de_Bundesliga_1653,242086,21/22,Leverkusen,de Bundesliga,2022-06-30,50000000,2022-06-08,22,17.72753358,1,0,0
153678_21/22_Köln_de_Bundesliga_1654,153678,21/22,Köln,de Bundesliga,2022-06-30,800000,2022-06-08,22,13.59236826,1,0,0
223979_21/22_Wolfsburg_de_Bundesliga_1655,223979,21/22,Wolfsburg,de Bundesliga,2022-06-30,27000000,2022-06-08,22,17.11134746,1,0,0
413843_21/22_Freiburg_de_Bundesliga_1656,413843,21/22,Freiburg,de Bundesliga,2022-06-30,3000000,2022-06-08,22,14.91412318,1,0,0
388198_21/22_Freiburg_de_Bundesliga_1657,388198,21/22,Freiburg,de Bundesliga,2022-06-30,33000000,2022-06-08,22,17.31201815,1,0,0
157506_21/22_Crystal_Palace_eng_Premier_League_1658,157506,21/22,Crystal Palace,eng Premier League,2022-06-30,8000000,2022-06-14,16,15.89495222,1,0,0
70285_21/22_Freiburg_de_Bundesliga_1659,70285,21/22,Freiburg,de Bundesliga,2022-06-30,1200000,2022-06-08,22,13.99783295,1,0,0
160968_21/22_Köln_de_Bundesliga_1660,160968,21/22,Köln,de Bundesliga,2022-06-30,3000000,2022-06-08,22,14.91412318,1,0,0
56818_21/22_Nice_fr_Ligue_1_1661,56818,21/22,Nice,fr Ligue 1,2022-06-30,3500000,2022-05-29,32,15.06827381,1,0,0
118397_21/22_Arminia_de_Bundesliga_1662,118397,21/22,Arminia,de Bundesliga,2022-06-30,2500000,2022-06-08,22,14.73180169,1,0,0
347900_21/22_Bologna_it_Serie_A_1663,347900,21/22,Bologna,it Serie A,2022-06-30,9000000,2022-06-06,24,16.01273525,1,0,0
85867_21/22_Dortmund_de_Bundesliga_1664,85867,21/22,Dortmund,de Bundesliga,2022-06-30,4000000,2022-06-08,22,15.20180517,1,0,0
551752_21/22_Torino_it_Serie_A_1665,551752,21/22,Torino,it Serie A,2022-06-30,3000000,2022-06-06,24,14.91412318,1,0,0
237499_21/22_Mallorca_es_La_Liga_1666,237499,21/22,Mallorca,es La Liga,2022-06-30,500000,2022-06-02,28,13.12236538,1,0,0
183780_21/22_Greuther_Fürth_de_Bundesliga_1667,183780,21/22,Greuther Fürth,de Bundesliga,2022-06-30,2200000,2022-06-08,22,14.60396837,1,0,0
798404_21/22_Clermont_Foot_fr_Ligue_1_1668,798404,21/22,Clermont Foot,fr Ligue 1,2022-06-30,2000000,2022-05-29,32,14.50865824,1,0,0
178459_21/22_Hertha_BSC_de_Bundesliga_1669,178459,21/22,Hertha BSC,de Bundesliga,2022-06-30,1800000,2022-06-08,22,14.40329778,1,0,0
252345_21/22_Watford_eng_Premier_League_1670,252345,21/22,Watford,eng Premier League,2022-06-30,2500000,2022-06-14,16,14.73180169,1,0,0
231572_21/22_Wolves_eng_Premier_League_1671,231572,21/22,Wolves,eng Premier League,2022-06-30,22000000,2022-06-14,16,16.90655306,1,0,0
216179_21/22_Sampdoria_it_Serie_A_1672,216179,21/22,Sampdoria,it Serie A,2022-06-30,7000000,2022-06-06,24,15.76142085,1,0,0
216179_21/22_Inter_it_Serie_A_1673,216179,21/22,Inter,it Serie A,2022-06-30,7000000,2022-06-06,24,15.76142085,1,0,0
261905_21/22_Hertha_BSC_de_Bundesliga_1674,261905,21/22,Hertha BSC,de Bundesliga,2022-06-30,8000000,2022-06-08,22,15.89495222,1,0,0
294534_21/22_Arminia_de_Bundesliga_1675,294534,21/22,Arminia,de Bundesliga,2022-06-30,1800000,2022-06-08,22,14.40329778,1,0,0
392775_21/22_Tottenham_Hotspur_eng_Premier_League_1676,392775,21/22,Tottenham Hotspur,eng Premier League,2022-06-30,18000000,2022-06-14,16,16.70588237,1,0,0
58799_21/22_Mallorca_es_La_Liga_1677,58799,21/22,Mallorca,es La Liga,2022-06-30,300000,2022-06-02,28,12.61154109,1,0,0
94529_21/22_Roma_it_Serie_A_1678,94529,21/22,Roma,it Serie A,2022-06-30,6000000,2022-06-06,24,15.60727019,1,0,0
534700_21/22_Leeds_United_eng_Premier_League_1679,534700,21/22,Leeds United,eng Premier League,2022-06-30,2500000,2022-06-14,16,14.73180169,1,0,0
86792_21/22_Lyon_fr_Ligue_1_1680,86792,21/22,Lyon,fr Ligue 1,2022-06-30,5000000,2022-08-17,48,15.42494867,1,0,0
183288_21/22_Manchester_Utd_eng_Premier_League_1681,183288,21/22,Manchester Utd,eng Premier League,2022-06-30,38000000,2022-06-14,16,17.45309674,1,0,0
71292_21/22_Newcastle_United_eng_Premier_League_1682,71292,21/22,Newcastle United,eng Premier League,2022-06-30,10000000,2022-06-14,16,16.11809575,1,0,0
358166_21/22_Roma_it_Serie_A_1683,358166,21/22,Roma,it Serie A,2022-06-30,8000000,2022-06-06,24,15.89495222,1,0,0
371436_21/22_Watford_eng_Premier_League_1684,371436,21/22,Watford,eng Premier League,2022-06-30,1500000,2022-06-14,16,14.22097633,1,0,0
548348_21/22_Freiburg_de_Bundesliga_1685,548348,21/22,Freiburg,de Bundesliga,2022-06-30,1500000,2022-06-08,22,14.22097633,1,0,0
56810_21/22_Sampdoria_it_Serie_A_1686,56810,21/22,Sampdoria,it Serie A,2022-06-30,2000000,2022-05-17,44,14.50865824,1,0,0
241641_21/22_Manchester_City_eng_Premier_League_1687,241641,21/22,Manchester City,eng Premier League,2022-06-30,80000000,2022-06-14,16,18.19753721,1,0,0
505653_21/22_Wolves_eng_Premier_League_1688,505653,21/22,Wolves,eng Premier League,2022-06-30,15000000,2022-06-14,16,16.52356083,1,0,0
666234_21/22_RB_Leipzig_de_Bundesliga_1689,666234,21/22,RB Leipzig,de Bundesliga,2022-06-30,22000000,2022-06-08,22,16.90655306,1,0,0
282388_21/22_Hellas_Verona_it_Serie_A_1690,282388,21/22,Hellas Verona,it Serie A,2022-06-30,17000000,2022-06-06,24,16.64872396,1,0,0
282388_21/22_Cagliari_it_Serie_A_1691,282388,21/22,Cagliari,it Serie A,2022-06-30,17000000,2022-06-06,24,16.64872396,1,0,0
742201_21/22_Atlético_Madrid_es_La_Liga_1692,742201,21/22,Atlético Madrid,es La Liga,2022-06-30,800000,2022-09-25,87,13.59236826,0,0,0
274862_21/22_Nantes_fr_Ligue_1_1693,274862,21/22,Nantes,fr Ligue 1,2022-06-30,10000000,2022-05-29,32,16.11809575,1,0,0
566931_21/22_Paris_Saint-Germain_fr_Ligue_1_1694,566931,21/22,Paris Saint-Germain,fr Ligue 1,2022-06-30,4000000,2022-05-29,32,15.20180517,1,0,0
648779_21/22_Torino_it_Serie_A_1695,648779,21/22,Torino,it Serie A,2022-06-30,15000000,2022-06-06,24,16.52356083,1,0,0
215099_21/22_Leverkusen_de_Bundesliga_1696,215099,21/22,Leverkusen,de Bundesliga,2022-06-30,4000000,2022-06-08,22,15.20180517,1,0,0
740674_21/22_Bordeaux_fr_Ligue_1_1697,740674,21/22,Bordeaux,fr Ligue 1,2022-06-30,500000,2022-05-29,32,13.12236538,1,0,0
372712_21/22_Strasbourg_fr_Ligue_1_1698,372712,21/22,Strasbourg,fr Ligue 1,2022-06-30,8000000,2022-05-29,32,15.89495222,1,0,0
46001_21/22_Watford_eng_Premier_League_1699,46001,21/22,Watford,eng Premier League,2022-06-30,4500000,2022-06-14,16,15.31958818,1,0,0
290587_21/22_Köln_de_Bundesliga_1700,290587,21/22,Köln,de Bundesliga,2022-06-30,13000000,2022-06-08,22,16.38045999,1,0,0
406638_21/22_Tottenham_Hotspur_eng_Premier_League_1701,406638,21/22,Tottenham Hotspur,eng Premier League,2022-06-30,18000000,2022-06-14,16,16.70588237,1,0,0
